id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,teamName,Position
2795014977,399,1,2,54,0,12ksg0e6d70senzilsic40fzl,0,48,23.4,2025-04-02T15:13:09.916Z,2025-04-02T15:13:11Z,5618385067,56,Center,5618385087,236,,5618385071,141,23.9,5618385075,213,0.15,5618385089,233,430,5618385069,140,50.1,5618385093,286,,5618385073,212,2.2,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795014979,430,74,2,54,0,9eqjks8amwm1ycytsoi7xld25,1,55.6,75.6,2025-04-02T15:13:09.917Z,2025-04-02T15:59:07Z,5618385095,233,399,5618385081,56,Center,5618385083,285,,,,,,,,,,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795014985,400,1,2,54,3,12ksg0e6d70senzilsic40fzl,1,47.8,35.5,2025-04-02T15:13:12.165Z,2025-04-02T15:13:13Z,5618385125,140,44.3,5618385127,141,44.9,5618385123,56,Back,5618385131,213,2.09,5618385129,212,7.4,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795014993,401,2,2,54,4,12ksg0e6d70senzilsic40fzl,1,44.3,44.9,2025-04-02T15:13:13.388Z,2025-04-02T15:13:17Z,5618385181,56,Center,5618385175,141,48.2,5618385173,140,63.6,5618385179,7,cufgsqfkltgeb7ak2uan2dqdx,,,,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795014995,431,55,2,54,4,9eqjks8amwm1ycytsoi7xld25,1,31.4,62.6,2025-04-02T15:13:13.389Z,2025-04-02T15:27:59Z,,,,,,,,,,,,,,,,,,,,,,,,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015051,433,1,2,54,31,9eqjks8amwm1ycytsoi7xld25,1,25.3,68.4,2025-04-02T15:13:40.886Z,2025-04-02T15:13:42Z,5618385519,189,,5618385505,56,Right,5618385501,157,,5618385513,213,5.59,5618385507,140,74.8,5618385503,241,,5618385511,212,67.7,5618385499,5,,qlk46xybcoxrvr01pauxibpx,Sandesh Jhingan,5618385515,1,,5618385509,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795023461,802,1,2,54,32,9eqjks8amwm1ycytsoi7xld25,1,73.5,4.6,2025-04-02T15:13:41.030Z,2025-04-02T16:02:59Z,5618436927,140,66.1,5618436933,213,2.96,5618436925,56,Right,5618436929,141,6.7,5618436931,212,7.9,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015059,434,1,2,54,34,9eqjks8amwm1ycytsoi7xld25,1,74.8,4.7,2025-04-02T15:13:43.381Z,2025-04-02T16:03:23Z,5618385589,56,Right,5618385593,141,6.5,5618385597,213,3.01,5618385591,140,65.9,5618385595,212,9.4,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015065,435,1,2,54,37,9eqjks8amwm1ycytsoi7xld25,1,65.9,6.5,2025-04-02T15:13:46.453Z,2025-04-02T15:13:49Z,5618385655,141,18.8,5618385651,56,Back,5618385657,212,32.3,5618385653,140,36.2,5618385661,1,,5618385659,213,2.88,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015075,436,1,2,54,39,9eqjks8amwm1ycytsoi7xld25,0,37.2,19.5,2025-04-02T15:13:48.982Z,2025-04-02T15:13:51Z,5618385745,212,55.5,5618385737,155,,5618385743,141,13.4,5618385741,140,89.9,5618385739,56,Right,5618385749,1,,5618385747,213,6.21,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015079,402,12,2,54,43,12ksg0e6d70senzilsic40fzl,1,9.5,85.6,2025-04-02T15:13:52.766Z,2025-04-02T15:13:54Z,5618385773,213,1.3,5618385769,141,100,5618385779,167,,5618385765,56,Back,5618385771,212,10.7,5618385767,140,12.2,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015081,403,5,2,54,43,12ksg0e6d70senzilsic40fzl,0,11.4,101.2,2025-04-02T15:13:52.950Z,2025-04-02T16:08:15Z,5618385775,56,Back,5618385777,347,,5618385911,233,437,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015101,437,5,2,54,43,9eqjks8amwm1ycytsoi7xld25,1,88.6,-1.2,2025-04-02T15:13:52.950Z,2025-04-02T16:08:14Z,5618385905,233,403,5618385889,347,,5618385887,56,Right,,,,,,,,,,,,,,,,cs6a7dp9ot01jwplqj2xmxrrp,Odei Onaindia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015103,438,1,2,54,51,9eqjks8amwm1ycytsoi7xld25,1,89.8,0,2025-04-02T15:14:00.342Z,2025-04-02T15:14:01Z,5618385925,212,19.4,5618385923,141,10.3,5618385921,140,73,5618385917,107,,5618385927,213,2.71,5618385919,56,Right,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015105,439,1,2,54,52,9eqjks8amwm1ycytsoi7xld25,1,73,10.3,2025-04-02T15:14:01.382Z,2025-04-02T15:14:02Z,5618385945,141,3.4,5618385939,56,Right,5618385949,212,10.2,5618385951,213,5.8,5618385943,140,81.6,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015109,440,1,2,54,53,9eqjks8amwm1ycytsoi7xld25,1,81.6,3.4,2025-04-02T15:14:02.549Z,2025-04-02T15:14:03Z,5618385999,141,14.1,5618386001,212,8.1,5618385997,140,78.3,5618386003,213,2.02,5618385995,56,Right,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015113,441,1,2,54,54,9eqjks8amwm1ycytsoi7xld25,1,78.3,14.1,2025-04-02T15:14:03.702Z,2025-04-02T15:14:05Z,5618386045,56,Right,5618386053,213,0.3,5618386047,140,82.7,5618386051,212,4.8,5618386049,141,16.2,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015123,442,1,2,54,56,9eqjks8amwm1ycytsoi7xld25,1,82.7,16.2,2025-04-02T15:14:05.078Z,2025-04-02T15:15:26Z,5618386105,56,Center,5618387981,210,15,5618386109,141,26.7,5618386107,140,80.3,5618386113,213,1.91,5618386111,212,7.6,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015129,443,15,2,54,58,9eqjks8amwm1ycytsoi7xld25,1,80.6,27.9,2025-04-02T15:14:07.174Z,2025-04-02T16:17:32Z,5618387955,82,,5618387951,72,,5618388007,215,,5618386137,18,,5618387997,29,,5618388017,233,404,5618463063,80,,5618386135,22,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,5618388005,103,19,5618387999,55,442,,5618388013,230,98.4,5618388003,102,5618388011,147,35.2,5618386139,56,47.4,5618388015,231,48.2,5618388009,146,,,,Center,,87.9,FC Goa,
2795015125,404,10,2,54,58,12ksg0e6d70senzilsic40fzl,1,12.7,64.1,2025-04-02T15:14:07.274Z,2025-04-02T15:15:27Z,5618386121,56,Back,5618386119,94,,5618388021,233,443,,,,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015133,444,83,2,54,59,9eqjks8amwm1ycytsoi7xld25,0,80.6,27.9,2025-04-02T15:14:08.854Z,2025-04-02T15:14:14Z,5618386259,399,cufgsqfkltgeb7ak2uan2dqdx,,,,,,,,,,,,,,,,,,,,,,cjlcl3qpjqrsnouucxg7xpuqd,Borja Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015145,405,3,2,55,2,12ksg0e6d70senzilsic40fzl,0,26.1,56,2025-04-02T15:14:11.919Z,2025-04-02T15:14:12Z,5618386229,285,,5618386227,56,Back,5618386231,211,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015147,445,1,2,55,3,9eqjks8amwm1ycytsoi7xld25,0,72,31.6,2025-04-02T15:14:12.326Z,2025-04-02T15:14:14Z,5618386239,212,29.3,5618386237,141,61.8,5618386241,213,2.36,5618386235,140,52.1,5618386233,56,Center,,,,,,,,,,j8o05z2drw3xbcgcwk7g04wl,Sahil Tavora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015151,406,49,2,55,5,12ksg0e6d70senzilsic40fzl,1,47.2,33,2025-04-02T15:14:14.310Z,2025-04-02T15:14:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015171,407,1,2,55,6,12ksg0e6d70senzilsic40fzl,1,50.4,38.8,2025-04-02T15:14:15.358Z,2025-04-02T15:14:20Z,5618386379,212,25.8,5618386373,56,Center,5618386377,141,71.4,5618386381,213,1.03,5618386375,140,63,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015185,408,1,2,55,11,12ksg0e6d70senzilsic40fzl,1,85.4,71.2,2025-04-02T15:14:20.423Z,2025-04-02T15:14:36Z,5618386443,212,12,5618386437,56,Center,5618386849,210,15,5618386445,213,4.94,5618386441,141,54,5618386439,140,88,5618386851,154,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015187,409,15,2,55,13,12ksg0e6d70senzilsic40fzl,1,87.4,50.9,2025-04-02T15:14:22.718Z,2025-04-02T15:36:26Z,5618386857,154,,5618386867,328,,5618386453,56,Center,5618386863,102,48.3,5618386677,23,,5618386853,78,,5618404127,230,92.1,5618386879,233,446,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,5618404129,231,53.1,5618386871,147,49.8,,5618386679,72,,5618386855,29,5618386869,146,98.8,5618386451,17,,5618386859,55,408,5618386865,103,,,,,,8.2,Bengaluru FC,
2795015189,446,10,2,55,13,9eqjks8amwm1ycytsoi7xld25,1,3.7,49.3,2025-04-02T15:14:22.818Z,2025-04-02T15:14:37Z,5618386895,233,409,5618386649,177,,5618386467,56,Back,5618386465,182,,5618386651,180,,,,,,,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2795015217,447,52,2,55,14,9eqjks8amwm1ycytsoi7xld25,1,3.7,49.3,2025-04-02T15:14:23.921Z,2025-04-02T15:14:28Z,,,,,,,,,,,,,,,,,,,,,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2795015237,448,1,2,55,20,9eqjks8amwm1ycytsoi7xld25,1,3.7,49.3,2025-04-02T15:14:29.543Z,2025-04-02T15:14:34Z,5618386781,123,,5618386791,212,27.7,5618386785,140,30.1,5618386787,141,49.4,5618386797,213,0,5618386783,56,Back,,,,,,,ekizuw6hg7uyaojwjusby1jbo,Hrithik Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,Goalkeeper
2795015253,449,1,2,55,25,9eqjks8amwm1ycytsoi7xld25,1,46.8,43.1,2025-04-02T15:14:34.071Z,2025-04-02T15:14:39Z,5618386925,56,Right,5618386933,213,5.52,5618386927,140,72.6,5618386935,1,,5618386931,212,37.5,5618386929,141,5,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015257,450,1,2,55,30,9eqjks8amwm1ycytsoi7xld25,0,76.5,6.7,2025-04-02T15:14:39.032Z,2025-04-02T15:14:40Z,5618386953,155,,5618386961,212,26.3,5618386959,141,42.4,5618386955,56,Center,5618386951,2,,5618386957,140,86.2,5618386963,213,1.17,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015263,410,12,2,55,31,12ksg0e6d70senzilsic40fzl,1,16.2,60.3,2025-04-02T15:14:40.487Z,2025-04-02T15:14:42Z,5618387001,56,Back,5618387003,140,21.3,5618387005,141,63.4,5618387009,213,0.38,5618387007,212,5.8,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015269,411,1,2,55,33,12ksg0e6d70senzilsic40fzl,1,21.3,63.4,2025-04-02T15:14:42.687Z,2025-04-02T15:14:44Z,5618387059,212,13.9,5618387061,213,2.23,5618387053,56,Back,5618387057,141,79.6,5618387055,140,13.2,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015273,412,49,2,55,35,12ksg0e6d70senzilsic40fzl,1,13.2,79.6,2025-04-02T15:14:44.528Z,2025-04-02T15:14:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015279,413,1,2,55,36,12ksg0e6d70senzilsic40fzl,0,13.8,83.2,2025-04-02T15:14:45.472Z,2025-04-02T15:14:47Z,5618387103,56,Back,5618387109,212,33.7,5618387111,213,6.18,5618387105,140,45.7,5618387113,1,,5618387107,141,78.1,,,,,,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015285,451,49,2,55,38,9eqjks8amwm1ycytsoi7xld25,1,57.1,16.1,2025-04-02T15:14:47.880Z,2025-04-02T15:14:48Z,,,,,,,,,,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015295,452,1,2,55,39,9eqjks8amwm1ycytsoi7xld25,1,61,16.8,2025-04-02T15:14:48.391Z,2025-04-02T15:14:49Z,5618387179,141,5.8,5618387177,140,78.2,5618387175,56,Right,5618387181,212,19.5,5618387183,213,5.89,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015309,453,1,2,55,40,9eqjks8amwm1ycytsoi7xld25,1,78.2,5.8,2025-04-02T15:14:49.815Z,2025-04-02T15:14:52Z,5618387277,140,68.1,5618387285,213,2.53,5618387275,56,Right,5618387279,141,16.7,5618387283,212,12.9,,,,,,,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015321,454,1,2,55,43,9eqjks8amwm1ycytsoi7xld25,1,69,22.2,2025-04-02T15:14:52.807Z,2025-04-02T15:14:54Z,5618387347,213,6.21,5618387339,56,Right,5618387343,141,20.9,5618387341,140,81.2,5618387345,212,12.8,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015325,455,1,2,55,45,9eqjks8amwm1ycytsoi7xld25,1,81.2,20.9,2025-04-02T15:14:54.743Z,2025-04-02T15:14:55Z,5618387377,141,7,5618387381,213,5.6,5618387371,168,,5618387375,140,92.3,5618387379,212,15,5618387373,56,Right,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015343,456,1,2,55,47,9eqjks8amwm1ycytsoi7xld25,1,92.3,7,2025-04-02T15:14:56.359Z,2025-04-02T15:15:18Z,5618387473,140,85.8,5618387911,210,13,5618387479,213,1.89,5618387475,141,37.6,5618387913,154,,5618387471,56,Center,5618387477,212,21.9,,,,d5adi48nrkr3n0dqoitcdzu95,Kumam Udanta Singh,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015345,457,13,2,55,50,9eqjks8amwm1ycytsoi7xld25,1,88.6,40.1,2025-04-02T15:14:59.144Z,2025-04-02T16:18:03Z,5618387933,328,,5618387921,29,,5618387925,55,456,5618387923,154,,5618387931,103,9.7,5618387935,230,99,5618387929,102,72.4,5618387833,20,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,5618387919,73,,5618387513,56,Center,,5618387509,22,,5618387937,231,5618387511,17,,,,48.7,,,,,,,,,,,,FC Goa,
2795015437,414,5,2,55,51,12ksg0e6d70senzilsic40fzl,1,-0.7,33.8,2025-04-02T15:15:00.063Z,2025-04-02T16:08:15Z,5618388329,346,,5618388327,56,Back,5618388385,233,458,,,,,,,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015381,458,5,2,55,51,9eqjks8amwm1ycytsoi7xld25,0,100.7,66.2,2025-04-02T15:15:00.063Z,2025-04-02T16:08:15Z,5618387831,346,,5618387829,56,Center,5618388407,233,414,,,,,,,,,,,,,,,,827uzczm286djuyq5m1jykr85,Iker Guarrotxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015443,415,18,2,56,42,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-02T15:15:51.671Z,2025-04-02T15:15:52Z,5618388343,44,Forward,5618388341,42,,5618388345,59,17,5618388367,55,416,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015445,416,19,2,56,42,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-02T15:15:51.672Z,2025-04-02T15:15:52Z,5618388355,59,30,5618388349,42,,5618388363,55,415,5618388357,292,9,5618388353,145,9,5618388359,293,3,5618388361,44,Forward,,,,bq6z0bjgr610tyjw8cs0hzr2t,Jorge Pereyra Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015509,419,18,2,56,42,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-02T15:15:51.897Z,2025-04-02T15:17:14Z,5618388843,59,9,5618388841,44,Forward,5618388839,42,,5618388877,55,420,,,,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015511,420,19,2,56,42,12ksg0e6d70senzilsic40fzl,1,0,0,2025-04-02T15:15:51.898Z,2025-04-02T15:17:17Z,5618388857,44,Forward,5618388849,145,10,5618388855,293,1,5618388851,59,11,5618388859,55,419,5618388845,42,,5618388853,292,8,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795025755,683,1,2,56,45,12ksg0e6d70senzilsic40fzl,0,5.4,57.2,2025-04-02T15:15:54.030Z,2025-04-02T16:10:29Z,5618450017,141,87.4,5618450015,140,56.6,5618450023,1,,5618450019,212,57.5,5618450215,124,,5618450013,56,Left,5618450217,237,,5618450021,213,0.36,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2795015463,459,44,2,56,49,9eqjks8amwm1ycytsoi7xld25,1,37,5.4,2025-04-02T15:15:58.570Z,2025-04-02T15:16:01Z,5618388607,233,417,5618388543,285,,5618388541,56,Back,,,,,,,,,,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015475,417,44,2,56,49,12ksg0e6d70senzilsic40fzl,0,64.9,94.3,2025-04-02T15:15:58.571Z,2025-04-02T16:10:30Z,5618388583,286,,5618388581,56,Left,5618388639,233,459,,,,,,,,,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015467,460,1,2,56,50,9eqjks8amwm1ycytsoi7xld25,0,31.2,6.4,2025-04-02T15:15:59.082Z,2025-04-02T16:01:51Z,5618388545,3,,5618388553,212,17.3,5618388547,56,Back,5618388555,213,3.17,5618388551,141,5.6,5618388549,140,14.7,,,,,,,dl5tnk2o8rwiacgbsnldojsdm,Boris Singh Thangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015483,418,1,2,56,54,12ksg0e6d70senzilsic40fzl,0,89.4,88,2025-04-02T15:16:03.042Z,2025-04-02T15:16:04Z,5618388687,155,,5618388697,213,4.71,5618388691,140,89.2,5618388685,2,,5618388695,212,31.8,5618388689,56,Center,5618388693,141,41.3,,,,bq6z0bjgr610tyjw8cs0hzr2t,Jorge Pereyra Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015491,461,12,2,56,56,9eqjks8amwm1ycytsoi7xld25,1,9.9,52.8,2025-04-02T15:16:05.065Z,2025-04-02T15:16:06Z,5618388725,212,28.3,5618388723,141,79.7,5618388721,140,30.5,5618388727,213,0.7,5618388719,56,Back,5618388729,15,,,,,,,,9dp54x2ylvg08u109thcf7dux,Aakash Sangwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015495,462,49,2,56,59,9eqjks8amwm1ycytsoi7xld25,1,33.6,97.1,2025-04-02T15:16:08.490Z,2025-04-02T15:16:08Z,,,,,,,,,,,,,,,,,,,,,,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015507,463,50,2,57,9,9eqjks8amwm1ycytsoi7xld25,1,57.3,89.4,2025-04-02T15:16:18.107Z,2025-04-02T15:59:05Z,5618388833,56,Left,5618388835,286,,5618388933,233,421,,,,,,,,,,,,,,,,e2j3eitceuxqxf4lj5yjfccno,Brison Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Goa,
2795015521,421,7,2,57,9,12ksg0e6d70senzilsic40fzl,1,42.7,10.6,2025-04-02T15:16:18.108Z,2025-04-02T15:59:04Z,5618388929,233,463,5618388917,56,Back,5618388919,285,,,,,,,,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015523,422,49,2,57,15,12ksg0e6d70senzilsic40fzl,1,43.8,33,2025-04-02T15:16:24.994Z,2025-04-02T15:16:25Z,,,,,,,,,,,,,,,,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015531,423,1,2,57,17,12ksg0e6d70senzilsic40fzl,1,49,41.3,2025-04-02T15:16:27.018Z,2025-04-02T15:16:28Z,5618388977,212,8.2,5618388979,213,4.18,5618388975,141,30.9,5618388971,56,Back,5618388973,140,45,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015537,424,1,2,57,19,12ksg0e6d70senzilsic40fzl,1,45,30.9,2025-04-02T15:16:28.162Z,2025-04-02T15:16:29Z,5618389009,213,5.41,5618389003,140,56.3,5618389007,212,18.5,5618389001,56,Right,5618389005,141,10.1,,,,,,,,,,c8xdtls9ueivjll19yvp5wq1h,Pedro Capó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015543,425,1,2,57,20,12ksg0e6d70senzilsic40fzl,1,56.3,10.1,2025-04-02T15:16:29.570Z,2025-04-02T15:16:32Z,5618389035,140,36.8,5618389037,141,13.8,5618389033,56,Back,5618389041,213,3.02,5618389039,212,20.6,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,Ryan Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015547,426,1,2,57,23,12ksg0e6d70senzilsic40fzl,1,36.7,16.1,2025-04-02T15:16:32.209Z,2025-04-02T15:16:35Z,5618389059,141,51.5,5618389061,212,24.4,5618389057,140,40.6,5618389063,213,1.4,5618389055,56,Back,,,,,,,,,,7vwq6tjwae82epsh6kll9phm2,Namgyal Bhutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015555,427,1,2,57,26,12ksg0e6d70senzilsic40fzl,1,40.5,51.5,2025-04-02T15:16:35.130Z,2025-04-02T15:16:41Z,5618389115,140,39.9,5618389117,141,73.2,5618389121,213,1.61,5618389113,56,Back,5618389119,212,14.8,,,,,,,,,,de6woepvuggpm1z2cwz1nbmne,Suresh Singh Wangjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2795015563,428,1,2,57,32,12ksg0e6d70senzilsic40fzl,1,39.6,72,2025-04-02T15:16:41.074Z,2025-04-02T15:16:43Z,5618389175,141,73.9,5618389171,56,Center,5618389173,140,53,5618389177,212,14.1,5618389179,213,0.09,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
