id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,,qualifier/18/value,teamName,Position
2784298679,564,43,2,68,27,8oyl91pb7l6qgk6dryn129td0,1,0,0,2025-03-05T15:29:16.142Z,2025-03-05T15:29:35Z,5559619263,144,49,,,,,,,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298701,565,52,2,68,37,8oyl91pb7l6qgk6dryn129td0,1,3,65.4,2025-03-05T15:29:25.949Z,2025-03-05T15:29:40Z,,,,,,,,,,,,,,,,,,,,,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2784298709,566,1,2,68,39,8oyl91pb7l6qgk6dryn129td0,1,6,64,2025-03-05T15:29:28.045Z,2025-03-05T15:29:30Z,5559619151,123,,5559619161,213,1.21,5559619153,56,Back,5559619159,212,18.9,5559619157,141,90,5559619155,140,12.3,,,,,,,45zhftlkjapjpvrjakvygh0id,Amrinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,Goalkeeper
2784298715,567,1,2,68,41,8oyl91pb7l6qgk6dryn129td0,0,12.6,90,2025-03-05T15:29:30.333Z,2025-03-05T15:29:31Z,5559619203,1,,5559619195,140,71.9,5559619193,56,Center,5559619199,212,66.6,5559619197,141,55.4,5559619201,213,5.92,5559619191,157,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298711,520,49,2,68,42,ajwqetklk0m22x7ifsjax5yi,1,22.1,55.8,2025-03-05T15:29:31.013Z,2025-03-05T15:29:31Z,,,,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298719,521,1,2,68,43,ajwqetklk0m22x7ifsjax5yi,1,23.2,59.6,2025-03-05T15:29:32.342Z,2025-03-05T15:29:34Z,5559619227,213,0.89,5559619223,141,85.1,5559619219,56,Back,5559619225,212,22.3,5559619221,140,36.5,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298737,522,1,2,68,45,ajwqetklk0m22x7ifsjax5yi,1,35.2,89.3,2025-03-05T15:29:33.973Z,2025-03-05T15:29:38Z,5559619313,140,36.2,5559619311,56,Back,5559619319,213,4.78,5559619317,212,15.5,5559619315,141,66.6,,,,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298741,523,1,2,68,49,ajwqetklk0m22x7ifsjax5yi,1,35,62.6,2025-03-05T15:29:38.113Z,2025-03-05T15:29:40Z,5559619341,212,21.4,5559619337,140,36.9,5559619339,141,31.3,5559619343,213,4.81,5559619335,56,Back,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298745,524,1,2,68,52,ajwqetklk0m22x7ifsjax5yi,1,36.9,31.3,2025-03-05T15:29:40.758Z,2025-03-05T15:29:43Z,5559619365,56,Center,5559619373,213,6.25,5559619369,141,30.1,5559619367,140,59.6,5559619371,212,23.8,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298761,525,1,2,68,54,ajwqetklk0m22x7ifsjax5yi,1,59.6,30.1,2025-03-05T15:29:43.061Z,2025-03-05T15:29:48Z,5559619463,140,52.8,5559619471,213,4.27,5559619467,212,16.8,5559619461,56,Right,5559619465,141,7.7,,,,,,,,,,3vdeg67iuouaj5rfdrnh14h5h,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298769,526,1,2,68,59,ajwqetklk0m22x7ifsjax5yi,1,48.2,8.6,2025-03-05T15:29:48.582Z,2025-03-05T15:29:51Z,5559619521,213,2,5559619513,56,Back,5559619517,141,37.3,5559619519,212,21.4,5559619515,140,39.8,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298775,527,1,2,69,2,ajwqetklk0m22x7ifsjax5yi,1,37.6,36.9,2025-03-05T15:29:51.205Z,2025-03-05T15:29:52Z,5559619551,141,67.5,5559619547,56,Back,5559619549,140,40.4,5559619553,212,21,5559619555,213,1.43,,,,,,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298781,528,1,2,69,4,ajwqetklk0m22x7ifsjax5yi,1,39.9,68.5,2025-03-05T15:29:52.726Z,2025-03-05T15:29:56Z,5559619591,140,30.5,5559619595,212,27.9,5559619593,141,30.1,5559619589,56,Back,5559619597,213,4.35,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298789,529,1,2,69,8,ajwqetklk0m22x7ifsjax5yi,1,32.8,30.6,2025-03-05T15:29:56.743Z,2025-03-05T15:29:59Z,5559619651,213,6.14,5559619641,155,,5559619645,140,72.9,5559619647,141,21.8,5559619649,212,42.5,5559619643,56,Center,5559619653,1,,,,,14w76iqim5kly2adzwc9n6wgl,Pratik Chaudhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298795,530,44,2,69,11,ajwqetklk0m22x7ifsjax5yi,1,69.2,24.4,2025-03-05T15:29:59.731Z,2025-03-05T15:30:03Z,5559619685,56,Center,5559619723,233,568,5559619687,286,,,,,,,,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298799,568,44,2,69,11,8oyl91pb7l6qgk6dryn129td0,0,29.6,76.4,2025-03-05T15:29:59.732Z,2025-03-05T15:30:02Z,5559619743,233,530,5559619713,285,,5559619711,56,Back,,,,,,,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298807,531,1,2,69,11,ajwqetklk0m22x7ifsjax5yi,0,72.9,21.8,2025-03-05T15:30:00.023Z,2025-03-05T15:30:03Z,5559619753,56,Right,5559619761,213,5.41,5559619757,141,9.5,5559619759,212,10.9,5559619755,140,79.6,5559619751,3,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298809,569,49,2,69,16,8oyl91pb7l6qgk6dryn129td0,1,10.6,87.4,2025-03-05T15:30:05.276Z,2025-03-05T15:30:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298815,570,1,2,69,19,8oyl91pb7l6qgk6dryn129td0,0,7.2,89.4,2025-03-05T15:30:08.142Z,2025-03-05T15:30:09Z,5559619791,140,39.4,5559619795,212,41.3,5559619793,141,54.6,5559619797,213,5.67,5559619787,157,,5559619789,56,Back,5559619799,1,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298817,532,1,2,69,20,ajwqetklk0m22x7ifsjax5yi,0,61.8,46.4,2025-03-05T15:30:09.110Z,2025-03-05T15:30:10Z,5559619805,140,59.3,5559619803,56,Center,5559619809,212,6.3,5559619807,141,37.9,5559619801,3,,5559619811,213,4.29,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298865,533,5,2,69,26,ajwqetklk0m22x7ifsjax5yi,1,57.2,-1.5,2025-03-05T15:30:14.981Z,2025-03-05T16:22:34Z,5559620021,347,,5559620019,56,Right,5559620035,233,572,,,,,,,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298853,572,5,2,69,26,8oyl91pb7l6qgk6dryn129td0,0,42.8,101.5,2025-03-05T15:30:14.981Z,2025-03-05T16:22:34Z,5559619905,56,Back,5559620061,233,533,5559619907,347,,,,,,,,,,,,,,,,,d3ookmcknbcdlc3kvhqao1ujt,Raynier Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298887,534,1,2,69,27,ajwqetklk0m22x7ifsjax5yi,1,56.4,0,2025-03-05T15:30:16.613Z,2025-03-05T16:32:46Z,5559620101,212,26.8,5559620095,56,Right,5559620099,141,8.6,5559620097,140,81.2,5559620093,107,,5559620103,213,0.25,5559620105,1,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298889,535,1,2,69,28,ajwqetklk0m22x7ifsjax5yi,0,81.2,8.9,2025-03-05T15:30:17.141Z,2025-03-05T16:32:54Z,5559620115,141,20,5559620113,140,90.8,5559620119,213,0.64,5559620111,56,Right,5559620117,212,12.6,,,,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298851,571,1,2,69,29,8oyl91pb7l6qgk6dryn129td0,0,39.5,63.7,2025-03-05T15:30:17.934Z,2025-03-05T16:32:59Z,5559619897,141,100,5559619899,212,26,5559619893,56,Back,5559619895,140,42.2,5559619903,1,,5559619891,157,,5559619901,213,1.46,,,,d3ookmcknbcdlc3kvhqao1ujt,Raynier Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298891,573,1,2,69,39,8oyl91pb7l6qgk6dryn129td0,1,11.7,71.8,2025-03-05T15:30:28.476Z,2025-03-05T15:30:30Z,5559620125,141,89.1,5559620127,212,25.2,5559620129,213,0.49,5559620121,56,Back,5559620123,140,32.9,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298893,574,49,2,69,41,8oyl91pb7l6qgk6dryn129td0,1,32.9,89.1,2025-03-05T15:30:30.126Z,2025-03-05T15:30:30Z,,,,,,,,,,,,,,,,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298895,575,1,2,69,41,8oyl91pb7l6qgk6dryn129td0,1,32.9,89.1,2025-03-05T15:30:30.653Z,2025-03-05T15:30:32Z,5559620141,212,4.1,5559620135,56,Back,5559620139,141,93.3,5559620137,140,30.1,5559620143,213,2.37,,,,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298897,576,1,2,69,43,8oyl91pb7l6qgk6dryn129td0,1,30.1,93.3,2025-03-05T15:30:31.949Z,2025-03-05T15:30:33Z,5559620155,140,21.4,5559620157,141,93.6,5559620159,212,9.1,5559620161,213,3.12,5559620153,56,Back,,,,,,,,,,9u2k71y69b7z2tdt999k5p08a,Isak Ralte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298899,577,1,2,69,44,8oyl91pb7l6qgk6dryn129td0,1,21.4,93.6,2025-03-05T15:30:33.500Z,2025-03-05T15:30:34Z,5559620165,56,Back,5559620167,140,12.2,5559620171,212,17,5559620169,141,73,5559620173,213,4.11,,,,,,,,,,7qr0rn01vbv68lwaa39m806sq,Saviour Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298903,578,1,2,69,45,8oyl91pb7l6qgk6dryn129td0,1,12.2,73,2025-03-05T15:30:34.604Z,2025-03-05T15:30:35Z,5559620195,140,20.8,5559620199,212,10.3,5559620197,141,80.3,5559620193,56,Back,5559620201,213,0.5,,,,,,,,,,3o6qyrudwaezf9kvlsivgqh1x,Carlos Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298917,579,1,2,69,47,8oyl91pb7l6qgk6dryn129td0,1,20.8,80.3,2025-03-05T15:30:35.869Z,2025-03-05T15:30:38Z,5559620261,141,35.2,5559620259,140,8.5,5559620257,56,Back,5559620267,1,,5559620263,212,33.3,5559620265,213,4.31,,,,,,,aami0demfxod55od4ktkhzn55,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298919,580,1,2,69,49,8oyl91pb7l6qgk6dryn129td0,0,8.5,35.2,2025-03-05T15:30:38.558Z,2025-03-05T15:30:39Z,5559620279,140,37.7,5559620277,56,Back,5559620285,213,0.22,5559620281,141,45.2,5559620283,212,31.4,5559620275,155,,,,,,,,ca0i658kl9fbf3gsk41068222,Thoiba Moirangthem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298925,536,61,2,69,52,ajwqetklk0m22x7ifsjax5yi,1,70.4,58.2,2025-03-05T15:30:41.680Z,2025-03-05T15:30:41Z,5559620305,56,Center,,,,,,,,,,,,,,,,,,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298929,581,44,2,69,53,8oyl91pb7l6qgk6dryn129td0,1,48.2,47.8,2025-03-05T15:30:41.805Z,2025-03-05T15:30:44Z,5559620311,56,Back,5559620313,285,,5559620331,233,537,,,,,,,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298931,537,44,2,69,53,ajwqetklk0m22x7ifsjax5yi,0,54.2,52.2,2025-03-05T15:30:41.806Z,2025-03-05T15:30:44Z,5559620373,286,,5559620369,233,581,5559620327,56,Center,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298947,582,1,2,69,53,8oyl91pb7l6qgk6dryn129td0,1,40.9,47.8,2025-03-05T15:30:42.076Z,2025-03-05T15:30:46Z,5559620425,168,,5559620433,212,23.6,5559620423,3,,5559620435,213,6.21,5559620429,140,63.3,5559620427,56,Center,5559620431,141,45.1,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298953,583,1,2,69,58,8oyl91pb7l6qgk6dryn129td0,1,72.9,46.3,2025-03-05T15:30:46.733Z,2025-03-05T15:30:52Z,5559620469,140,86.6,5559620467,56,Center,5559620471,141,32.1,5559620475,213,5.69,5559620473,212,17.3,,,,,,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298959,584,1,2,70,4,8oyl91pb7l6qgk6dryn129td0,0,95.4,32.1,2025-03-05T15:30:52.766Z,2025-03-05T15:30:53Z,5559620513,140,94.1,5559620519,213,1.65,5559620517,212,17.1,5559620509,155,,5559620515,141,57.2,5559620511,56,Center,,,,,,,1b2pb9lykqu8nc7726vlnq1g5,Hugo Boumous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784298965,538,12,2,70,6,ajwqetklk0m22x7ifsjax5yi,1,5.6,44,2025-03-05T15:30:55.429Z,2025-03-05T15:31:22Z,5559620569,140,30.2,5559620567,56,Back,5559620571,141,32.2,5559620573,212,27,5559620589,15,,5559620575,213,5.98,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298969,539,49,2,70,10,ajwqetklk0m22x7ifsjax5yi,1,36.4,32.8,2025-03-05T15:30:59.157Z,2025-03-05T15:30:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298975,540,1,2,70,12,ajwqetklk0m22x7ifsjax5yi,1,38.6,32.8,2025-03-05T15:31:00.706Z,2025-03-05T15:31:03Z,5559620635,141,7.6,5559620633,140,67.7,5559620637,212,35,5559620639,213,5.77,5559620641,1,,5559620631,56,Right,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298977,541,1,2,70,14,ajwqetklk0m22x7ifsjax5yi,1,70.8,9.5,2025-03-05T15:31:03.189Z,2025-03-05T15:31:04Z,5559620665,212,15.2,5559620667,213,1.57,5559620663,141,31.9,5559620661,140,70.8,5559620659,56,Center,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,Nikhil Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298979,542,1,2,70,15,ajwqetklk0m22x7ifsjax5yi,1,70.8,31.9,2025-03-05T15:31:04.137Z,2025-03-05T15:31:05Z,5559620677,212,11.4,5559620679,213,0.37,5559620671,56,Center,5559620673,140,80.9,5559620675,141,38,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298987,543,1,2,70,16,ajwqetklk0m22x7ifsjax5yi,1,80.9,38,2025-03-05T15:31:05.029Z,2025-03-05T15:31:06Z,5559620733,156,,5559620725,212,16.1,5559620727,213,3.21,5559620723,141,36.4,5559620719,56,Center,5559620721,140,65.6,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298993,544,1,2,70,18,ajwqetklk0m22x7ifsjax5yi,0,65.2,36,2025-03-05T15:31:07.381Z,2025-03-05T15:31:10Z,5559620787,212,39,5559620789,213,1.24,5559620783,140,77.3,5559620785,141,90.2,5559620791,1,,5559620781,56,Left,5559620779,155,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298995,585,12,2,70,21,8oyl91pb7l6qgk6dryn129td0,1,26.5,11.6,2025-03-05T15:31:10.278Z,2025-03-05T15:31:12Z,5559620823,56,Back,5559620827,141,0,5559620829,212,12.2,5559620825,140,34.1,5559620839,167,,5559620831,213,5.42,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299019,545,5,2,70,22,ajwqetklk0m22x7ifsjax5yi,1,67,101.8,2025-03-05T15:31:11.269Z,2025-03-05T16:22:35Z,5559620957,347,,5559621001,233,586,5559620955,56,Left,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784298997,586,5,2,70,22,8oyl91pb7l6qgk6dryn129td0,0,33,-1.8,2025-03-05T15:31:11.269Z,2025-03-05T16:22:35Z,5559620833,56,Back,5559621007,233,545,5559620835,347,,,,,,,,,,,,,,,,,4txuu306n3k2355exjbzsh016,Rahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299061,546,1,2,70,34,ajwqetklk0m22x7ifsjax5yi,1,69,100,2025-03-05T15:31:23.317Z,2025-03-05T15:31:30Z,5559621169,56,Left,5559621167,107,,5559621171,140,78.8,5559621175,212,12.2,5559621173,141,92,5559621177,213,5.72,,,,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299063,547,1,2,70,41,ajwqetklk0m22x7ifsjax5yi,0,79.1,96.9,2025-03-05T15:31:30.188Z,2025-03-05T15:31:32Z,5559621195,236,,5559621185,56,Left,5559621193,213,5.47,5559621189,141,94.1,5559621197,233,587,5559621187,140,80.8,5559621201,286,,5559621191,212,2.6,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299057,587,74,2,70,41,8oyl91pb7l6qgk6dryn129td0,1,20.1,4,2025-03-05T15:31:30.189Z,2025-03-05T15:31:32Z,5559621155,285,,5559621153,56,Back,5559621223,233,547,,,,,,,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299075,548,61,2,70,44,ajwqetklk0m22x7ifsjax5yi,1,80.8,94.1,2025-03-05T15:31:32.993Z,2025-03-05T15:31:33Z,5559621247,56,Left,,,,,,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299083,549,5,2,70,45,ajwqetklk0m22x7ifsjax5yi,0,78.4,102,2025-03-05T15:31:33.789Z,2025-03-05T16:22:35Z,5559621439,233,588,5559621281,56,Left,5559621283,347,,,,,,,,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299103,588,5,2,70,45,8oyl91pb7l6qgk6dryn129td0,1,21.6,-2,2025-03-05T15:31:33.789Z,2025-03-05T16:22:35Z,5559621433,347,,5559621431,56,Back,5559621435,233,549,,,,,,,,,,,,,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299115,589,1,2,70,53,8oyl91pb7l6qgk6dryn129td0,1,20.9,0,2025-03-05T15:31:42.540Z,2025-03-05T15:31:45Z,5559621505,140,39.8,5559621503,56,Back,5559621513,1,,5559621509,212,22.8,5559621507,141,14.4,5559621501,107,,5559621511,213,0.51,,,,esu2vqnkc4fl5bsimwcnnkjfu,Rahul K P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299123,590,1,2,70,57,8oyl91pb7l6qgk6dryn129td0,0,39.8,14.4,2025-03-05T15:31:45.740Z,2025-03-05T15:31:46Z,5559621549,3,,5559621559,212,11.6,5559621557,141,25.6,5559621553,56,Back,5559621561,213,0.72,5559621555,140,48.1,5559621551,168,,,,,1gjtz6kvr1pwi82mo5fsppck5,Dorielton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odisha FC,
2784299127,550,49,2,70,58,ajwqetklk0m22x7ifsjax5yi,1,60.7,76.9,2025-03-05T15:31:47.077Z,2025-03-05T15:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299137,551,1,2,70,58,ajwqetklk0m22x7ifsjax5yi,1,60.7,76.9,2025-03-05T15:31:47.558Z,2025-03-05T15:31:48Z,5559621643,212,9.9,5559621639,140,63.5,5559621637,56,Center,5559621645,213,5.01,5559621641,141,63,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299141,552,1,2,71,0,ajwqetklk0m22x7ifsjax5yi,1,63.5,63,2025-03-05T15:31:48.741Z,2025-03-05T15:31:50Z,5559621673,212,9.4,5559621675,213,0.36,5559621671,141,67.9,5559621667,56,Center,5559621669,140,71.9,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299149,553,1,2,71,1,ajwqetklk0m22x7ifsjax5yi,1,71.9,67.9,2025-03-05T15:31:49.925Z,2025-03-05T15:31:51Z,5559621705,56,Center,5559621725,156,,5559621713,213,3.22,5559621709,141,66.7,5559621707,140,61.6,5559621711,212,10.8,,,,,,,e2kge0d4o0jg6ndxsq0tm0x9m,Jordan Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299159,554,1,2,71,3,ajwqetklk0m22x7ifsjax5yi,1,61.6,66.7,2025-03-05T15:31:51.749Z,2025-03-05T15:31:54Z,5559621791,141,79.4,5559621795,213,1.13,5559621793,212,9.6,5559621789,140,65.5,5559621787,56,Left,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2784299165,555,1,2,71,5,ajwqetklk0m22x7ifsjax5yi,0,65.7,80.3,2025-03-05T15:31:54.133Z,2025-03-05T15:31:56Z,5559621835,140,100,5559621843,1,,5559621833,56,Center,5559621837,141,72.7,5559621839,212,37.9,5559621841,213,6.15,5559621831,155,,,,,2z2u1jd91uyccw2pn5qoiti0a,Mobashir Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
