id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,,teamName,Position
2783117333,430,8,2,71,17,28au628w8n2jhgujuwh3y5d8k,1,44.2,60.9,2025-03-02T15:30:53.819Z,2025-03-02T15:30:55Z,5553025733,56,Back,,,,,,,,,,,,,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117359,586,1,2,71,17,12ksg0e6d70senzilsic40fzl,1,47.3,55.4,2025-03-02T15:30:54.097Z,2025-03-02T15:30:57Z,5553025865,56,Back,5553025873,213,4.82,5553025869,141,42.7,5553025871,212,8.7,5553025867,140,48.2,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117361,587,1,2,71,17,12ksg0e6d70senzilsic40fzl,0,48.3,42.2,2025-03-02T15:30:54.110Z,2025-03-02T15:57:42Z,5553025883,212,15.1,5553025877,56,Center,5553025881,141,39.5,5553025885,213,6.16,5553025879,140,62.6,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117349,431,1,2,71,17,28au628w8n2jhgujuwh3y5d8k,1,44.2,60.9,2025-03-02T15:30:54.209Z,2025-03-02T15:30:56Z,5553025811,56,Center,5553025813,140,52.7,5553025817,212,10.9,5553025815,141,70.2,5553025819,213,0.62,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117355,432,49,2,71,18,28au628w8n2jhgujuwh3y5d8k,1,52.7,70.2,2025-03-02T15:30:55.053Z,2025-03-02T15:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117373,433,1,2,71,19,28au628w8n2jhgujuwh3y5d8k,1,52.7,70.2,2025-03-02T15:30:55.319Z,2025-03-02T15:30:57Z,5553025971,56,Back,5553025977,212,12.9,5553025973,140,42,5553025975,141,60.9,5553025979,213,3.65,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117395,434,1,2,71,19,28au628w8n2jhgujuwh3y5d8k,1,42,60.9,2025-03-02T15:30:56.037Z,2025-03-02T15:30:58Z,5553026079,141,74.1,5553026077,140,48.1,5553026081,212,11,5553026075,56,Back,5553026083,213,0.95,,,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117443,435,1,2,71,23,28au628w8n2jhgujuwh3y5d8k,0,58.4,75.9,2025-03-02T15:31:00.193Z,2025-03-02T15:31:01Z,5553026383,213,0.72,5553026367,56,Left,5553026375,141,100,5553026371,140,77.2,5553026379,212,26.4,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783117445,436,5,2,71,24,28au628w8n2jhgujuwh3y5d8k,0,71.8,101.8,2025-03-02T15:31:00.320Z,2025-03-02T15:40:41Z,5553032765,233,601,5553026393,347,,5553026391,56,Left,,,,,,,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783118573,601,5,2,71,24,12ksg0e6d70senzilsic40fzl,1,28.2,-1.8,2025-03-02T15:31:00.320Z,2025-03-02T15:32:05Z,5553032671,347,,5553032669,56,Back,5553032729,233,436,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117667,588,1,2,71,36,12ksg0e6d70senzilsic40fzl,1,29.3,0,2025-03-02T15:31:12.487Z,2025-03-02T15:32:14Z,5553033957,1,,5553033917,56,Back,5553033927,212,21.5,5553033923,141,27.8,5553033915,107,,5553033919,140,21.5,5553033955,213,1.96,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117747,589,1,2,71,36,12ksg0e6d70senzilsic40fzl,1,19.3,33.9,2025-03-02T15:31:12.662Z,2025-03-02T15:31:18Z,5553028091,141,54,5553028087,56,Back,5553028093,212,14.8,5553028095,213,1.18,5553028089,140,24.6,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117769,590,1,2,71,41,12ksg0e6d70senzilsic40fzl,1,31.8,54.3,2025-03-02T15:31:18.154Z,2025-03-02T15:31:19Z,5553028225,140,52.1,5553028229,212,26.3,5553028231,213,5.66,5553028223,56,Center,5553028227,141,31.6,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117853,591,1,2,71,43,12ksg0e6d70senzilsic40fzl,1,52.1,31.6,2025-03-02T15:31:19.439Z,2025-03-02T15:31:23Z,5553028705,213,5.37,5553028701,141,16.1,5553028699,140,59.9,5553028697,56,Right,5553028703,212,13.3,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117883,592,1,2,71,47,12ksg0e6d70senzilsic40fzl,1,59.9,16.1,2025-03-02T15:31:23.598Z,2025-03-02T15:31:25Z,5553028855,141,15.3,5553028851,56,Right,5553028865,213,3.22,5553028859,212,6.6,5553028853,140,53.6,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117923,593,1,2,71,48,12ksg0e6d70senzilsic40fzl,1,53.7,15.3,2025-03-02T15:31:25.126Z,2025-03-02T15:31:26Z,5553029061,212,20.1,5553029059,141,44.8,5553029055,56,Center,5553029063,213,1.58,5553029057,140,53.6,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783117977,594,1,2,71,50,12ksg0e6d70senzilsic40fzl,1,54,45.4,2025-03-02T15:31:26.303Z,2025-03-02T15:31:29Z,5553029367,140,54.5,5553029373,213,1.54,5553029365,56,Center,5553029371,212,18.1,5553029369,141,72,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118037,595,1,2,71,53,12ksg0e6d70senzilsic40fzl,1,54.5,72,2025-03-02T15:31:29.342Z,2025-03-02T15:31:32Z,5553029753,213,0.9,5553029747,140,66.8,5553029749,141,95.9,5553029751,212,20.8,5553029745,56,Left,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118051,596,1,2,71,56,12ksg0e6d70senzilsic40fzl,1,66.8,95.9,2025-03-02T15:31:32.255Z,2025-03-02T15:31:33Z,5553029855,212,5.4,5553029851,140,70.6,5553029857,213,5.54,5553029849,56,Left,5553029853,141,90.5,,,,,,,,,,99cjmvx4xlyzhyf6wxlvisb11,Sunil Chhetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118103,597,1,2,71,56,12ksg0e6d70senzilsic40fzl,1,70.6,90.5,2025-03-02T15:31:33.167Z,2025-03-02T15:31:36Z,5553030135,140,86,5553030141,213,0.15,5553030137,141,94.1,5553030133,56,Left,5553030139,212,16.4,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118165,598,1,2,72,0,12ksg0e6d70senzilsic40fzl,1,86,94.1,2025-03-02T15:31:36.599Z,2025-03-02T15:31:50Z,5553031559,210,13,5553031561,154,,5553030413,212,23.6,5553030405,155,,5553030411,141,59.6,5553030409,140,88.6,5553030407,56,Center,5553030403,2,,3sy4rxdzl4u9e5kkvygxu9x7u,Roshan Singh Naorem,5553030415,213,4.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118171,599,13,2,72,2,12ksg0e6d70senzilsic40fzl,1,89.1,55.2,2025-03-02T15:31:38.255Z,2025-03-02T15:31:51Z,5553030449,22,,5553031637,103,62.5,5553030897,72,,5553030451,17,,5553031641,230,99.3,5553031627,29,,5553031625,74,,5553030453,56,Center,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,5553031629,154,,,5553031631,55,598,5553031639,328,5553031635,102,55,5553031643,231,48.6,,,,,,,,,,,,,,,,Bengaluru FC,
2783118915,437,5,2,72,2,28au628w8n2jhgujuwh3y5d8k,1,-1.2,46.2,2025-03-02T15:31:38.677Z,2025-03-02T15:40:42Z,5553034549,346,,5553034547,56,Back,5553034623,233,600,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783118249,600,5,2,72,2,12ksg0e6d70senzilsic40fzl,0,101.2,53.8,2025-03-02T15:31:38.677Z,2025-03-02T15:40:42Z,5553030859,56,Center,5553034671,233,437,5553030863,346,,,,,,,,,,,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783118963,438,1,2,72,40,28au628w8n2jhgujuwh3y5d8k,0,4.2,41,2025-03-02T15:32:16.504Z,2025-03-02T15:32:28Z,5553034785,56,Center,5553034913,189,,5553034795,1,,5553034789,141,35.8,5553034797,74,,5553034793,213,6.24,5553034787,140,77.7,5553034791,212,77.3,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,5553034783,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783118991,602,49,2,72,50,12ksg0e6d70senzilsic40fzl,1,46.6,32.4,2025-03-02T15:32:26.370Z,2025-03-02T15:32:26Z,,,,,,,,,,,,,,,,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119049,603,1,2,72,51,12ksg0e6d70senzilsic40fzl,1,54.7,32.2,2025-03-02T15:32:27.408Z,2025-03-02T15:32:30Z,5553035321,212,22,5553035319,141,3.4,5553035317,140,64.3,5553035323,213,5.19,5553035315,56,Right,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119053,604,1,2,72,53,12ksg0e6d70senzilsic40fzl,0,65.4,9.2,2025-03-02T15:32:30.033Z,2025-03-02T15:32:31Z,5553035355,212,2.5,5553035505,286,,5553035351,140,67.8,5553035499,233,439,5553035353,141,9.5,5553035349,56,Right,5553035357,213,0.08,5553035495,236,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119075,439,74,2,72,53,28au628w8n2jhgujuwh3y5d8k,1,34.6,86.2,2025-03-02T15:32:30.034Z,2025-03-02T15:56:33Z,5553035473,285,,5553035579,233,604,5553035471,56,Back,,,,,,,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119117,440,5,2,72,55,28au628w8n2jhgujuwh3y5d8k,0,32.8,101.7,2025-03-02T15:32:31.905Z,2025-03-02T15:40:43Z,5553035649,56,Back,5553035779,233,605,5553035651,347,,,,,,,,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119121,605,5,2,72,55,12ksg0e6d70senzilsic40fzl,1,67.2,-1.7,2025-03-02T15:32:31.905Z,2025-03-02T15:32:36Z,5553035669,56,Right,5553035697,233,440,5553035673,347,,,,,,,,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119245,606,1,2,73,1,12ksg0e6d70senzilsic40fzl,1,68.8,0,2025-03-02T15:32:37.993Z,2025-03-02T15:32:40Z,5553036451,212,10.4,5553036445,140,61.2,5553036453,213,2.44,5553036449,141,8.2,5553036439,107,,5553036441,56,Right,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119301,607,1,2,73,3,12ksg0e6d70senzilsic40fzl,1,61.2,8.2,2025-03-02T15:32:39.889Z,2025-03-02T15:32:44Z,5553036815,141,25,5553036821,212,11.5,5553036809,140,62.6,5553036825,213,1.44,5553036805,56,Center,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119321,608,1,2,73,7,12ksg0e6d70senzilsic40fzl,1,62.6,25,2025-03-02T15:32:44.081Z,2025-03-02T15:32:45Z,5553036971,212,14.2,5553036969,141,5.8,5553036973,213,5.12,5553036965,56,Right,5553036967,140,67.9,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119411,609,1,2,73,8,12ksg0e6d70senzilsic40fzl,1,67.9,5.8,2025-03-02T15:32:44.985Z,2025-03-02T15:32:48Z,5553037315,56,Center,5553037323,213,1.91,5553037317,140,64,5553037319,141,22.7,5553037321,212,12.2,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119437,610,1,2,73,11,12ksg0e6d70senzilsic40fzl,1,64.4,30.7,2025-03-02T15:32:47.873Z,2025-03-02T15:32:49Z,5553037479,213,6,5553037475,141,27.9,5553037473,140,70.7,5553037477,212,6.9,5553037471,56,Center,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119531,611,1,2,73,13,12ksg0e6d70senzilsic40fzl,0,70.7,27.7,2025-03-02T15:32:49.249Z,2025-03-02T15:58:07Z,5553038017,212,6.3,5553038013,141,37,5553038021,213,1.55,5553038009,56,Center,5553038011,140,70.8,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119489,441,1,2,73,14,28au628w8n2jhgujuwh3y5d8k,0,24.5,53.7,2025-03-02T15:32:51.092Z,2025-03-02T15:32:51Z,5553037805,213,0.21,5553037801,141,54.5,5553037797,56,Back,5553037799,140,26.9,5553037803,212,2.6,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119513,442,49,2,73,16,28au628w8n2jhgujuwh3y5d8k,1,19.9,73.5,2025-03-02T15:32:52.873Z,2025-03-02T15:32:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119549,612,61,2,73,17,12ksg0e6d70senzilsic40fzl,1,70.8,36.6,2025-03-02T15:32:53.806Z,2025-03-02T15:32:54Z,5553038095,56,Center,,,,,,,,,,,,,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119573,443,1,2,73,17,28au628w8n2jhgujuwh3y5d8k,1,23.9,81.2,2025-03-02T15:32:53.889Z,2025-03-02T15:32:55Z,5553038229,213,0.53,5553038217,56,Back,5553038227,212,10.9,5553038223,141,89.3,5553038219,140,32.9,,,,,,,,,,2sqyhih507ep3hv7iwg2gluc5,Richard Celis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119579,444,1,2,73,19,28au628w8n2jhgujuwh3y5d8k,0,33.2,88.7,2025-03-02T15:32:55.639Z,2025-03-02T15:32:56Z,5553038273,141,85.6,5553038277,213,5.81,5553038275,212,4.6,5553038271,140,37.1,5553038269,56,Back,,,,,,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119615,613,49,2,73,22,12ksg0e6d70senzilsic40fzl,1,61,5.3,2025-03-02T15:32:58.801Z,2025-03-02T15:32:58Z,,,,,,,,,,,,,,,,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119663,614,1,2,73,22,12ksg0e6d70senzilsic40fzl,1,61.1,5.3,2025-03-02T15:32:59.185Z,2025-03-02T15:33:01Z,5553038727,141,8.9,5553038729,212,9.2,5553038731,213,0.27,5553038723,56,Right,5553038725,140,69.5,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119619,445,83,2,73,23,28au628w8n2jhgujuwh3y5d8k,0,28.7,89.7,2025-03-02T15:32:59.716Z,2025-03-02T15:33:01Z,5553038793,399,deyx0zxr2303hh3cru8l88u1g,,,,,,,,,,,,,,,,,,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783119671,615,1,2,73,24,12ksg0e6d70senzilsic40fzl,1,69.5,8.9,2025-03-02T15:33:00.976Z,2025-03-02T15:33:04Z,5553038757,56,Center,5553038761,141,27.1,5553038759,140,62.5,5553038765,213,2.11,5553038763,212,14.4,,,,,,,,,,deyx0zxr2303hh3cru8l88u1g,Sivasakthi Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119717,616,1,2,73,27,12ksg0e6d70senzilsic40fzl,0,63,31.3,2025-03-02T15:33:03.857Z,2025-03-02T15:33:04Z,5553039071,212,4.1,5553039067,140,66.6,5553039069,141,33.6,5553039073,213,0.39,5553039065,56,Center,,,,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119723,446,61,2,73,28,28au628w8n2jhgujuwh3y5d8k,1,28.3,51.2,2025-03-02T15:33:04.841Z,2025-03-02T15:33:04Z,5553039091,56,Back,,,,,,,,,,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783121355,625,13,2,73,32,12ksg0e6d70senzilsic40fzl,1,86.2,60.2,2025-03-02T15:33:08.547Z,2025-03-02T15:34:44Z,5553050027,230,99.3,5553050023,146,98.9,5553047993,17,,5553050017,102,58.8,5553050019,103,9.7,5553050021,458,,5553047991,26,,5553049025,153,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,5553050015,83,,,5553049015,72,,5553047995,56,5553050025,147,57.6,5553050029,231,49.1,,Center,,,,,,,,,,,,,,Bengaluru FC,
2783119793,617,43,2,73,32,12ksg0e6d70senzilsic40fzl,1,0,0,2025-03-02T15:33:09.089Z,2025-03-02T15:33:28Z,5553039849,72,0,5553039415,56,Center,5553039857,153,0,5553041313,144,13,5553039411,22,0,5553039413,17,0,,,,,,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783119779,447,10,2,73,33,28au628w8n2jhgujuwh3y5d8k,1,3.1,41.3,2025-03-02T15:33:09.576Z,2025-03-02T15:33:15Z,5553039965,177,,5553039355,56,Back,5553039969,179,,5553039975,190,,5553039353,182,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783119915,448,52,2,73,33,28au628w8n2jhgujuwh3y5d8k,1,3.1,41.3,2025-03-02T15:33:09.586Z,2025-03-02T15:33:15Z,,,,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783120195,449,1,2,73,53,28au628w8n2jhgujuwh3y5d8k,0,5.2,50.9,2025-03-02T15:33:29.951Z,2025-03-02T15:33:36Z,5553041993,189,,5553041535,141,23.6,5553041541,1,,5553041539,213,6.01,5553041531,56,Center,5553041529,199,,5553041537,212,68.9,5553041533,140,68.4,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2783120249,618,1,2,73,57,12ksg0e6d70senzilsic40fzl,1,19.9,93.5,2025-03-02T15:33:33.426Z,2025-03-02T15:33:35Z,5553041857,140,7.8,5553041859,141,60,5553041861,212,26.1,5553041863,213,4.2,5553041855,56,Back,,,,,,,,,,duxnzil70n1147w8ob8ooxo89,Chinglensana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120301,619,1,2,73,58,12ksg0e6d70senzilsic40fzl,1,7.8,60,2025-03-02T15:33:34.898Z,2025-03-02T15:33:38Z,5553042169,213,5.9,5553042163,140,24.8,5553042167,212,19.3,5553042165,141,49.4,5553042161,56,Back,,,,,,,,,,et5ztuwgv6uaiste9nxba9h3p,Gurpreet Singh Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,Goalkeeper
2783120493,620,1,2,74,1,12ksg0e6d70senzilsic40fzl,1,25.1,47.8,2025-03-02T15:33:37.858Z,2025-03-02T15:33:45Z,5553043113,140,33.9,5553043117,212,10.2,5553043111,56,Back,5553043119,213,5.85,5553043115,141,41.5,,,,,,,,,,52hvmgmgja56sqj0zga4tvk5x,Aleksandar Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120601,621,1,2,74,8,12ksg0e6d70senzilsic40fzl,1,52,51.9,2025-03-02T15:33:44.930Z,2025-03-02T15:33:49Z,5553043711,213,4.88,5553043709,212,13,5553043703,56,Center,5553043707,141,33,5553043705,140,54.1,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120661,622,1,2,74,12,12ksg0e6d70senzilsic40fzl,1,56.1,28.5,2025-03-02T15:33:49.170Z,2025-03-02T15:33:52Z,5553044047,212,5.4,5553044049,213,1.61,5553044043,140,55.9,5553044045,141,36.4,5553044041,56,Center,,,,,,,,,,c22j2xs6nnyho3hixmh0txo9g,Lalremtluanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120745,623,1,2,74,16,12ksg0e6d70senzilsic40fzl,1,60.3,38,2025-03-02T15:33:52.682Z,2025-03-02T15:33:56Z,5553044505,140,68.4,5553044513,212,8.5,5553044501,56,Center,5553044515,213,0,5553044509,141,38,,,,,,,,,,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120755,624,4,2,74,19,12ksg0e6d70senzilsic40fzl,1,73,41.4,2025-03-02T15:33:55.971Z,2025-03-02T15:34:05Z,5553044823,13,,5553044831,286,,5553044829,265,,5553044827,152,,5553044825,56,Center,5553044875,233,450,,,,,,,daflma7990pzvp9o2ebnzi1as,Vinith Venkatesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783120779,450,4,2,74,19,28au628w8n2jhgujuwh3y5d8k,0,27,58.6,2025-03-02T15:33:55.972Z,2025-03-02T15:34:04Z,5553044817,285,,5553044813,152,,5553044809,13,,5553044811,56,Back,5553044923,233,624,5553044815,265,,,,,,,,b9kf9cu52au3odus91nzktc2y,Jeakson Singh Thounaojam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783121845,626,1,2,75,6,12ksg0e6d70senzilsic40fzl,0,75.1,32.3,2025-03-02T15:34:43.149Z,2025-03-02T15:58:54Z,5553199733,152,,5553064283,155,,5553064291,140,86.6,5553064289,56,Center,5553064295,212,21,5553199731,5,,5553064297,213,0.96,5553064293,141,57.5,jtmpumg28emowvrre2ujqtw5,Alberto Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengaluru FC,
2783121785,451,12,2,75,8,28au628w8n2jhgujuwh3y5d8k,1,10.6,40.9,2025-03-02T15:34:44.245Z,2025-03-02T15:34:45Z,5553050233,212,4,5553050245,15,,5553050231,141,35.7,5553050229,140,12.3,5553050235,213,5.18,5553050227,56,Back,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2783121851,627,13,2,75,11,12ksg0e6d70senzilsic40fzl,1,90.2,65.2,2025-03-02T15:34:47.315Z,2025-03-02T15:37:29Z,5553066575,56,Center,5553070437,103,12.5,5553070445,230,99.5,5553068449,24,,5553070441,146,98.4,5553070393,73,,5553068453,20,,5553068457,153,,7wpltjujzubkwy1k57jzcwafp,Édgar Méndez,5553070391,64,,,5553070443,147,61.2,5553070435,102,5553070447,231,54.3,5553070439,458,,,61.5,,,,,,,,,,,,,,Bengaluru FC,
