id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,teamName,Position
2777268443,364,70,1,47,45,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521055275,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777268939,365,1,1,48,6,28au628w8n2jhgujuwh3y5d8k,0,38.6,83.3,5521058125,56,Center,5521058117,5,,5521058129,141,74.1,5521058119,157,,5521058127,140,99.4,5521058135,1,,5521058131,212,64.1,5521058133,213,6.19,6bgcubncyevstsj12znvexbhm,Anwar Ali,,5521058123,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777268933,359,61,1,48,12,335mseh7gazfrf4eu6w9htw6i,0,18.2,30.7,5521058061,56,Back,,,,,,,,,,,,,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777269005,360,12,1,48,14,335mseh7gazfrf4eu6w9htw6i,1,1,32,5521058449,213,5.18,5521058447,212,8.4,5521058441,140,4.6,5521058445,141,20.9,5521058437,56,Back,,,,,,,,,,36coytybrizxbjsnpc0y4ojro,Padam Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC,Goalkeeper
2777269017,361,30,1,48,17,335mseh7gazfrf4eu6w9htw6i,1,0,0,5521058487,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777269015,366,30,1,48,17,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521058483,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282737,363,32,2,45,0,335mseh7gazfrf4eu6w9htw6i,1,0,0,5521131673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777282685,369,32,2,45,0,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521131365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282779,370,1,2,45,0,28au628w8n2jhgujuwh3y5d8k,1,49.7,49.9,5521131923,56,Back,5521131933,279,S,5521131931,213,2.59,5521131927,141,74.1,5521131929,212,31.5,5521131925,140,24.1,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282861,371,1,2,45,3,28au628w8n2jhgujuwh3y5d8k,1,24.1,74.1,5521132341,213,3.44,5521132331,141,66.7,5521132337,212,17.2,5521132325,140,8.4,5521132315,56,Back,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282917,372,1,2,45,6,28au628w8n2jhgujuwh3y5d8k,1,8.5,70.3,5521132643,1,,5521132639,212,54.5,5521132631,157,,5521132637,141,92.4,5521132635,140,58.4,5521132633,56,Left,5521132641,213,0.28,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777282925,373,44,2,45,9,28au628w8n2jhgujuwh3y5d8k,1,55.1,90.6,5521132677,286,,5521132743,233,364,5521132675,56,Left,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282933,364,44,2,45,9,335mseh7gazfrf4eu6w9htw6i,0,43.8,8.8,5521132715,56,Back,5521132767,233,373,5521132717,285,,,,,,,,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777282945,374,1,2,45,9,28au628w8n2jhgujuwh3y5d8k,0,58.4,92.4,5521132795,3,,5521132803,141,91.5,5521132811,213,6.23,5521132797,168,,5521132799,56,Left,5521132801,140,68.9,5521132807,212,11,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777282957,365,49,2,45,11,335mseh7gazfrf4eu6w9htw6i,1,30.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283081,366,1,2,45,12,335mseh7gazfrf4eu6w9htw6i,1,32.9,3.4,5521133545,1,,5521133541,212,43.2,5521133533,155,,5521133537,140,74,5521133539,141,2.8,5521133535,56,Right,5521133543,213,6.27,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283213,367,1,2,45,19,335mseh7gazfrf4eu6w9htw6i,1,68.3,8.5,5521134283,56,Right,5521134285,140,62.8,5521134289,212,5.8,5521134291,213,3.18,5521134287,141,8.2,,,,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283219,368,61,2,45,21,335mseh7gazfrf4eu6w9htw6i,0,62.9,5,5521134313,56,Right,,,,,,,,,,,,,,,,,,,,,,b521uf2wepooe470000o6pvmy,Lalremsanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283247,369,5,2,45,22,335mseh7gazfrf4eu6w9htw6i,0,68.9,-1.6,5521134463,56,Right,5521134465,347,,5521140011,233,375,,,,,,,,,,,,,,,,b521uf2wepooe470000o6pvmy,Lalremsanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283481,375,5,2,45,22,28au628w8n2jhgujuwh3y5d8k,1,31.1,101.6,5521135723,347,,5521135721,56,Back,5521139989,233,369,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283511,376,1,2,45,41,28au628w8n2jhgujuwh3y5d8k,1,26.8,100,5521135853,141,84.5,5521135851,140,25.3,5521135857,213,4.57,5521135849,56,Back,5521135855,212,11.3,5521135847,107,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283609,377,1,2,45,42,28au628w8n2jhgujuwh3y5d8k,0,25.3,84.5,5521136271,213,0.03,5521136263,141,85.4,5521136257,140,47.8,5521136251,56,Back,5521136267,212,23.6,5521136243,157,,5521136273,1,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283673,378,1,2,45,48,28au628w8n2jhgujuwh3y5d8k,0,33.7,72.1,5521136613,141,74.4,5521136607,3,,5521136609,56,Back,5521136611,140,42.3,5521136617,213,0.17,5521136615,212,9.2,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283689,370,1,2,45,48,335mseh7gazfrf4eu6w9htw6i,1,57.3,37,5521136715,141,30.7,5521136717,212,7.9,5521136711,140,63.6,5521136719,213,5.71,5521136707,56,Center,5521136705,3,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283697,371,49,2,45,50,335mseh7gazfrf4eu6w9htw6i,1,64.1,30.4,,,,,,,,,,,,,,,,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283759,372,1,2,45,52,335mseh7gazfrf4eu6w9htw6i,1,66.4,36.8,5521137025,212,10.9,5521137021,140,70.6,5521137019,56,Center,5521137029,213,1.16,5521137023,141,51.5,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283861,373,1,2,45,53,335mseh7gazfrf4eu6w9htw6i,1,72,54.5,5521137611,141,67.4,5521137617,213,0.54,5521139437,210,15,5521137613,212,17.1,5521137607,56,Center,5521137609,140,86,,,,,,,b9o23q2u9ehavlom8bb7op42d,Marc Andre Schmerböck,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777283783,379,43,2,45,54,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521137205,56,Back,5521137207,285,0,5521137649,144,45,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283871,374,15,2,45,58,335mseh7gazfrf4eu6w9htw6i,1,85.1,61.7,5521139505,103,19,5521139509,146,86.6,5521137673,22,,5521137911,20,,5521139497,29,,5521137677,56,Center,5521139515,231,51.6,5521139513,230,98.9,evsrix4aokl5o7dlx9zc41h49,França,,5521139507,215,5521137915,82,,5521139499,55,373,5521139495,76,,5521137675,17,,5521139511,147,5521211487,233,5521139503,102,52.8,,,60.8,381,,,,,,,Mohammedan SC, 
2777284037,381,10,2,45,58,28au628w8n2jhgujuwh3y5d8k,1,13.4,39.2,5521138531,56,Back,5521211517,233,374,5521138529,94,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777283893,380,43,2,46,1,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521137803,56,Back,5521137801,94,0,5521138747,144,10,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777284183,382,49,2,46,13,28au628w8n2jhgujuwh3y5d8k,1,7.2,34,,,,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777284323,383,1,2,46,17,28au628w8n2jhgujuwh3y5d8k,1,13.4,30.1,5521140093,212,26.5,5521140087,56,Back,5521140091,141,14,5521140089,140,36.4,5521140095,213,5.86,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777284343,384,1,2,46,19,28au628w8n2jhgujuwh3y5d8k,1,38.2,12.9,5521140205,213,5.92,5521140193,56,Right,5521140199,141,1.9,5521140203,212,20.9,5521140195,140,56.8,,,,,,,,,,2hi6y8so55eic1ukr0jy88a1h,Héctor Yuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777284419,385,1,2,46,21,28au628w8n2jhgujuwh3y5d8k,1,57.2,1.9,5521140705,56,Right,5521140713,213,1.23,5521140707,140,61.4,5521140709,141,20.1,5521140711,212,13.1,,,,,,,,,,2haf9lri7plf00nrxt5fsyzmx,Nandhakumar Sekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777284433,375,45,2,46,26,335mseh7gazfrf4eu6w9htw6i,0,34.6,71.6,5521140787,56,Back,5521140789,285,,5521140943,233,386,,,,,,,,,,,,,,,,b9o23q2u9ehavlom8bb7op42d,Marc Andre Schmerböck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284461,386,3,2,46,26,28au628w8n2jhgujuwh3y5d8k,1,65.4,28.4,5521140887,286,,5521140885,56,Center,5521140915,233,375,,,,,,,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777284489,387,1,2,46,28,28au628w8n2jhgujuwh3y5d8k,0,66.8,28.3,5521140993,213,6.07,5521140991,212,6.8,5521140987,140,73.1,5521140989,141,26.2,5521140985,56,Center,,,,,,,,,,yuw4a34cpasw5e4vqsg6ex1x,Dimitrios Diamantakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777284535,376,1,2,46,30,335mseh7gazfrf4eu6w9htw6i,1,25.4,71.3,5521141233,141,69.2,5521141237,213,6.14,5521141231,140,34.8,5521141235,212,10,5521141229,56,Back,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284545,377,49,2,46,32,335mseh7gazfrf4eu6w9htw6i,1,35.4,67.5,,,,,,,,,,,,,,,,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284625,378,1,2,46,33,335mseh7gazfrf4eu6w9htw6i,1,32.3,51.2,5521141707,140,27.4,5521141709,141,40.4,5521141705,56,Back,5521141713,213,4.1,5521141711,212,9,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284643,379,1,2,46,36,335mseh7gazfrf4eu6w9htw6i,1,26.1,41.8,5521141805,213,0.59,5521141801,141,53.4,5521141797,56,Back,5521141799,140,37.3,5521141803,212,14.2,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284687,380,1,2,46,38,335mseh7gazfrf4eu6w9htw6i,1,37.3,53.4,5521142013,140,33.7,5521142015,141,44,5521142019,213,4.18,5521142017,212,7.4,5521142011,56,Back,,,,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284755,381,1,2,46,40,335mseh7gazfrf4eu6w9htw6i,1,33.9,39.1,5521142323,212,18.8,5521142325,213,4.26,5521142319,140,26.1,5521142321,141,14.2,5521142317,56,Back,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284831,382,1,2,46,43,335mseh7gazfrf4eu6w9htw6i,1,28.4,16.6,5521142693,141,29.8,5521142691,140,32.6,5521142697,213,1.11,5521142689,56,Back,5521142695,212,10,,,,,,,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777284961,383,1,2,46,46,335mseh7gazfrf4eu6w9htw6i,1,34.7,47.6,5521143387,212,13.3,5521143391,213,2.08,5521143385,141,64.7,5521143379,56,Back,5521143383,140,28.5,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285013,384,1,2,46,52,335mseh7gazfrf4eu6w9htw6i,1,39.4,76.2,5521143625,56,Left,5521143627,140,71.6,5521143629,141,97.4,5521143635,1,,5521143631,212,36.8,5521143633,213,0.4,5521143623,155,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285049,385,1,2,46,54,335mseh7gazfrf4eu6w9htw6i,1,71.6,97.4,5521143795,213,4.71,5521143789,140,71.6,5521143787,56,Left,5521143791,141,86.7,5521143793,212,7.3,,,,,,,,,,cnea18p2z4830dwkn0kcp9pii,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285059,386,43,2,46,56,335mseh7gazfrf4eu6w9htw6i,1,0,0,5521143829,56,Left,5521144651,144,61,,,,,,,,,,,,,,,,,,,b9o23q2u9ehavlom8bb7op42d,Marc Andre Schmerböck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285147,387,4,2,47,0,335mseh7gazfrf4eu6w9htw6i,1,58.5,97.4,5521146683,233,388,5521144385,286,,5521144381,152,,5521144377,13,,5521144379,56,Left,5521144383,265,,,,,,,,evsrix4aokl5o7dlx9zc41h49,França,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285225,388,4,2,47,0,28au628w8n2jhgujuwh3y5d8k,0,41.5,2.6,5521146665,285,,5521146661,152,,5521146721,233,387,5521146659,56,Back,5521146663,265,,5521146657,13,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777285733,388,1,2,47,28,335mseh7gazfrf4eu6w9htw6i,1,62.4,93.2,5521147361,152,,5521147367,141,65.3,5521147369,212,20.4,5521147365,140,55.3,5521147371,213,4.34,5521147363,56,Center,5521147359,5,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285795,389,1,2,47,29,335mseh7gazfrf4eu6w9htw6i,1,55.2,64.5,5521147687,56,Center,5521147691,140,56,5521147699,212,24,5521147713,213,4.75,5521147695,141,29.3,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777285929,390,1,2,47,32,335mseh7gazfrf4eu6w9htw6i,0,58.2,29,5521148433,140,98.6,5521148441,1,,5521148429,155,,5521148435,141,87,5521148431,56,Left,5521148437,212,57.9,5521148439,213,0.75,,,,f3gutlzxtzt5bxtrjdgb0inai,Joe Zoherliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286023,391,43,2,47,42,335mseh7gazfrf4eu6w9htw6i,1,0,0,5521148963,56,Left,5521149375,144,7,5521148965,286,0,,,,,,,,,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286037,389,43,2,47,42,28au628w8n2jhgujuwh3y5d8k,1,0,0,5521149707,144,7,5521149001,285,0,5521148999,56,Back,,,,,,,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286043,390,4,2,47,43,28au628w8n2jhgujuwh3y5d8k,1,3.2,16.4,5521149223,265,,5521149251,233,392,5521149225,285,,5521149219,56,Back,5521149221,152,,5521149217,13,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286029,392,4,2,47,43,335mseh7gazfrf4eu6w9htw6i,0,96.8,83.6,5521149071,265,,5521149079,286,,5521149059,13,,5521149065,56,Left,5521149317,233,390,5521149069,152,,,,,,,,51kwsfsllwjzbvbuibze1ilg4,Vanlalzuidika Chhakchhuak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286567,391,1,2,48,6,28au628w8n2jhgujuwh3y5d8k,0,9.9,13.8,5521151805,5,,5521151813,140,64,5521151807,157,,5521151809,152,,5521151819,213,6.27,5521151821,1,,5521151817,212,56.8,5521151811,56,Right,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,5521151815,141,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2777286571,393,44,2,48,9,335mseh7gazfrf4eu6w9htw6i,1,38.2,86.4,5521151833,56,Back,5521152247,233,392,5521151835,285,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286635,392,44,2,48,9,28au628w8n2jhgujuwh3y5d8k,0,61.2,14,5521152227,286,,5521152223,56,Right,5521152287,233,393,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286617,394,1,2,48,9,335mseh7gazfrf4eu6w9htw6i,1,39.9,85.2,5521152103,56,Center,5521152111,212,12.7,5521152099,3,,5521152107,140,50.7,5521152109,141,76.8,5521152113,213,5.82,,,,,,,5rd9832gct7uy0acodmor8b11,Florent Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286667,395,1,2,48,10,335mseh7gazfrf4eu6w9htw6i,1,50.7,76.8,5521152367,3,,5521152369,56,Back,5521152373,141,68,5521152375,212,8.9,5521152371,140,44.4,5521152377,213,3.88,,,,,,,e6r1r5ggsgbdnudnn5muc4mw9,Alexis Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286675,396,49,2,48,12,335mseh7gazfrf4eu6w9htw6i,1,45.5,66.6,,,,,,,,,,,,,,,,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286741,397,1,2,48,13,335mseh7gazfrf4eu6w9htw6i,1,52.4,69.2,5521152807,141,50,5521152809,212,14.4,5521152805,140,58.1,5521152803,56,Center,5521152811,213,5.14,,,,,,,,,,111rps7bzz2212jh5g8io7xn8,Lalrinfela Khiangte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286753,398,1,2,48,16,335mseh7gazfrf4eu6w9htw6i,0,62.8,51.5,5521152903,213,5.92,5521152895,56,Center,5521152901,212,12,5521152899,141,45.2,5521152897,140,73.5,,,,,,,,,,b9o23q2u9ehavlom8bb7op42d,Marc Andre Schmerböck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777286773,393,8,2,48,18,28au628w8n2jhgujuwh3y5d8k,1,26.6,58.5,5521153007,56,Back,,,,,,,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286819,394,49,2,48,20,28au628w8n2jhgujuwh3y5d8k,1,29.5,70.5,,,,,,,,,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286869,395,1,2,48,20,28au628w8n2jhgujuwh3y5d8k,1,29.5,70.5,5521153475,56,Back,5521153483,213,0.7,5521153477,140,39.3,5521153479,141,83.2,5521153481,212,13.4,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286939,396,1,2,48,22,28au628w8n2jhgujuwh3y5d8k,1,39.3,83.2,5521153755,56,Center,5521153757,140,57.4,5521153763,213,6.02,5521153759,141,75.7,5521153761,212,19.7,,,,,,,,,,7i3zwc7zfo75m8xu49e4faqz8,Vishnu P V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286961,397,1,2,48,24,28au628w8n2jhgujuwh3y5d8k,0,57.1,79.9,5521153873,140,60.4,5521153879,213,0.06,5521153915,236,,5521153877,212,3.5,5521153871,56,Left,5521153921,286,,5521153875,141,80.2,5521153917,233,399,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777286957,399,74,2,48,24,335mseh7gazfrf4eu6w9htw6i,1,39.5,23.8,5521153865,56,Back,5521153867,285,,5521153937,233,397,,,,,,,,,,,,,,,,6fuk4mojob40kspt4k6vntbhm,Gaurav Bora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
2777287065,398,4,2,48,31,28au628w8n2jhgujuwh3y5d8k,1,57,88.4,5521154727,233,400,5521154673,13,,5521154675,56,Left,5521154677,152,,5521154679,265,,5521154681,286,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC, 
2777287075,400,4,2,48,31,335mseh7gazfrf4eu6w9htw6i,0,43,11.6,5521154653,265,,5521154753,233,398,5521154649,56,Back,5521154655,285,,5521154647,13,,5521154651,152,,,,,,,,b521uf2wepooe470000o6pvmy,Lalremsanga Fanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammedan SC, 
