id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/19/value,qualifier/16/value,teamName,Position
2786118297,135,1,1,13,9,ajwqetklk0m22x7ifsjax5yi,0,60.6,2.9,2025-03-09T14:13:37.678Z,2025-03-09T14:13:44Z,5569481519,141,2.6,5569481941,233,120,5569482315,155,,5569481523,213,6.23,5569481521,212,3.7,5569481515,56,Right,5569481945,286,,5569481517,140,64.1,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,5569481937,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786118271,120,74,1,13,9,1kqb5u8em0tj1k40607w2vtl4,1,35.7,95.1,2025-03-09T14:13:37.679Z,2025-03-09T15:58:31Z,5569481353,56,Back,5569481967,233,135,5569481847,285,,,,,,,,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786118321,121,5,1,13,10,1kqb5u8em0tj1k40607w2vtl4,0,35.8,101.8,2025-03-09T14:13:39.394Z,2025-03-09T16:01:49Z,5569481651,56,Back,5569482405,233,136,5569481653,347,,,,,,,,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786118447,136,5,1,13,10,ajwqetklk0m22x7ifsjax5yi,1,64.2,-1.8,2025-03-09T14:13:39.394Z,2025-03-09T16:01:48Z,5569482369,233,121,5569482281,56,Right,5569482285,347,,,,,,,,,,,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786118911,137,1,1,13,32,ajwqetklk0m22x7ifsjax5yi,1,61.1,0,2025-03-09T14:14:00.655Z,2025-03-09T14:14:03Z,5569484755,56,Right,5569484757,140,76.8,5569484761,212,18.5,5569484753,107,,5569484763,213,0.47,5569484759,141,10.7,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786118929,138,1,1,13,34,ajwqetklk0m22x7ifsjax5yi,0,94.6,1.6,2025-03-09T14:14:03.340Z,2025-03-09T14:14:04Z,5569484913,286,,5569484879,212,4.6,5569484909,233,122,5569484907,236,,5569484881,213,1.8,5569484859,2,,5569484867,56,Right,5569484875,141,8.2,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,5569484873,140,93.6,5569484863,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786118913,122,12,1,13,35,1kqb5u8em0tj1k40607w2vtl4,1,8.8,90.6,2025-03-09T14:14:03.440Z,2025-03-09T14:14:05Z,5569484933,233,138,5569484781,56,Back,5569484779,185,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786118971,123,49,1,13,37,1kqb5u8em0tj1k40607w2vtl4,1,11.8,89.3,2025-03-09T14:14:06.096Z,2025-03-09T14:14:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119027,124,1,1,13,38,1kqb5u8em0tj1k40607w2vtl4,1,11.8,89.3,2025-03-09T14:14:06.455Z,2025-03-09T14:14:08Z,5569485407,212,4.4,5569485403,141,95.7,5569485411,213,1.5,5569485395,56,Back,5569485399,140,12.1,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119071,125,1,1,13,40,1kqb5u8em0tj1k40607w2vtl4,0,12.1,95.7,2025-03-09T14:14:08.440Z,2025-03-09T14:14:11Z,5569485677,212,22.9,5569485667,155,,5569485675,141,96.8,5569485679,213,0.03,5569485669,56,Back,5569485671,140,33.9,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119093,139,8,1,13,44,ajwqetklk0m22x7ifsjax5yi,1,59.8,4.9,2025-03-09T14:14:12.623Z,2025-03-09T14:14:12Z,5569485767,56,Right,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119427,126,5,1,13,44,1kqb5u8em0tj1k40607w2vtl4,1,36.9,102,2025-03-09T14:14:12.846Z,2025-03-09T16:01:49Z,5569487673,347,,5569487667,56,Back,5569487717,233,140,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119129,140,5,1,13,44,ajwqetklk0m22x7ifsjax5yi,0,63.1,-2,2025-03-09T14:14:12.846Z,2025-03-09T16:01:49Z,5569487729,233,126,5569485959,347,,5569485957,56,Right,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119467,127,1,1,14,3,1kqb5u8em0tj1k40607w2vtl4,0,38.9,100,2025-03-09T14:14:31.829Z,2025-03-09T14:14:34Z,5569487871,107,,5569487885,1,,5569487879,212,27,5569487877,141,92.3,5569487881,213,6.04,5569487875,140,63.8,5569487873,56,Left,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119515,141,1,1,14,6,ajwqetklk0m22x7ifsjax5yi,1,32.7,3.8,2025-03-09T14:14:34.722Z,2025-03-09T14:14:36Z,5569488191,140,42.4,5569488189,56,Back,5569488195,212,10.2,5569488197,213,6.28,5569488187,3,,5569488193,141,3.7,,,,,,,iydj3zcyzjgguy8iwmitdp05,Ashutosh Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119541,142,1,1,14,7,ajwqetklk0m22x7ifsjax5yi,1,42.4,3.7,2025-03-09T14:14:36.127Z,2025-03-09T14:14:37Z,5569488347,3,,5569488359,212,11.4,5569488351,56,Back,5569488361,213,2.33,5569488353,140,34.9,5569488357,141,15.8,,,,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119567,143,1,1,14,8,ajwqetklk0m22x7ifsjax5yi,1,34.9,15.8,2025-03-09T14:14:37.137Z,2025-03-09T14:14:39Z,5569488463,212,21.2,5569488465,213,6.25,5569488455,56,Right,5569488457,140,55.1,5569488461,141,14.7,5569488453,3,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119575,144,44,1,14,10,ajwqetklk0m22x7ifsjax5yi,1,56.4,20.8,2025-03-09T14:14:38.516Z,2025-03-09T16:02:23Z,5569488499,56,Right,5569488501,286,,5569488597,233,128,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119563,128,44,1,14,10,1kqb5u8em0tj1k40607w2vtl4,0,43.6,79.2,2025-03-09T14:14:38.517Z,2025-03-09T16:02:24Z,5569488439,285,,5569488657,233,144,5569488437,56,Back,,,,,,,,,,,,,,,,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119621,145,1,1,14,10,ajwqetklk0m22x7ifsjax5yi,1,55.1,14.7,2025-03-09T14:14:39.252Z,2025-03-09T14:14:41Z,5569488789,141,22.4,5569488791,212,14.4,5569488781,3,,5569488783,168,,5569488787,140,67.9,5569488785,56,Center,5569488793,213,0.37,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119633,147,49,1,14,11,ajwqetklk0m22x7ifsjax5yi,1,68.3,23.7,2025-03-09T14:14:40.382Z,2025-03-09T14:15:46Z,,,,,,,,,,,,,,,,,,,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119625,146,43,1,14,12,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-09T14:14:41.359Z,2025-03-09T15:00:47Z,5569488811,212,18.2,5569488805,56,Center,5569488807,140,75.9,5569740279,144,1,5569488803,155,0,5569488809,141,46.6,5569488813,213,1.1,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119693,148,1,1,14,13,ajwqetklk0m22x7ifsjax5yi,1,68.8,24.6,2025-03-09T14:14:42.368Z,2025-03-09T14:15:18Z,5569489125,140,67.4,5569489127,141,48.2,5569489123,56,Center,5569492691,210,15,5569489131,213,1.66,5569489129,212,16.1,,,,,,,88x8tqxamao1dzdfz5libluui,Javi Siverio,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119697,149,15,1,14,16,ajwqetklk0m22x7ifsjax5yi,1,73.5,52.1,2025-03-09T14:14:44.736Z,2025-03-09T15:01:03Z,5569492727,230,99,5569492711,29,,5569489151,56,Center,5569492719,103,19,5569492717,102,49.9,5569491711,72,,5569492721,215,,5569492729,231,49.8,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,5569492747,233,129,5569489147,22,5569492725,147,51.8,5569492723,146,5569492713,55,148,,77.1,5569491723,82,5569489149,18,5569492709,78,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119687,129,10,1,14,16,1kqb5u8em0tj1k40607w2vtl4,1,25.6,48.9,2025-03-09T14:14:44.836Z,2025-03-09T14:15:19Z,5569489091,56,Back,5569489089,94,,5569492771,233,149,,,,,,,,,,,,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119775,150,50,1,14,21,ajwqetklk0m22x7ifsjax5yi,1,76.4,28.2,2025-03-09T14:14:49.538Z,2025-03-09T15:01:14Z,5569489579,56,Center,5569489781,233,130,5569489581,286,,,,,,,,,,,,,,,,,1ilh1vogo8mggj0vhf2oknswk,N. Barla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786119797,130,7,1,14,21,1kqb5u8em0tj1k40607w2vtl4,1,24.8,70.7,2025-03-09T14:14:49.539Z,2025-03-09T14:14:51Z,5569489725,285,,5569489723,56,Back,5569489739,233,150,,,,,,,,,,,,,,,,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119817,131,1,1,14,22,1kqb5u8em0tj1k40607w2vtl4,1,19.2,73.3,2025-03-09T14:14:50.626Z,2025-03-09T14:14:51Z,5569489843,213,1.04,5569489835,56,Back,5569489837,140,24.4,5569489839,141,87.1,5569489841,212,10.9,,,,,,,,,,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119827,132,49,1,14,23,1kqb5u8em0tj1k40607w2vtl4,1,25.3,88.9,2025-03-09T14:14:51.610Z,2025-03-09T14:14:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119867,133,1,1,14,24,1kqb5u8em0tj1k40607w2vtl4,0,25.7,90.2,2025-03-09T14:14:52.626Z,2025-03-09T14:14:55Z,5569490129,56,Center,5569490139,1,,5569490131,140,67.7,5569490133,141,68.8,5569490137,213,5.96,5569490135,212,46.4,5569490127,157,,,,,bepdz3gbb2rxeuae2lt159g16,Vignesh Dakshinamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786119899,151,8,1,14,27,ajwqetklk0m22x7ifsjax5yi,1,37.1,37.3,2025-03-09T14:14:55.570Z,2025-03-09T14:14:55Z,5569490275,56,Back,,,,,,,,,,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786120077,134,4,1,14,36,1kqb5u8em0tj1k40607w2vtl4,1,64,54,2025-03-09T14:15:05.078Z,2025-03-09T15:57:22Z,5569491369,56,Center,5569491377,286,,5569491367,13,,5569491375,265,,5569491527,233,152,5569491373,152,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786120083,152,4,1,14,36,ajwqetklk0m22x7ifsjax5yi,0,36,46,2025-03-09T14:15:05.079Z,2025-03-09T15:57:22Z,5569491491,152,,5569491487,56,Back,5569491493,265,,5569491485,13,,5569491543,233,134,5569491497,285,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121113,135,1,1,15,29,1kqb5u8em0tj1k40607w2vtl4,0,65.2,59.6,2025-03-09T14:15:58.394Z,2025-03-09T14:15:59Z,5569497001,212,27,5569496999,141,48.7,5569496991,152,,5569496987,155,,5569496995,56,Center,5569496983,5,,5569496997,140,89.9,5569497003,213,6,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121163,153,12,1,15,30,ajwqetklk0m22x7ifsjax5yi,1,10.1,48.2,2025-03-09T14:15:59.122Z,2025-03-09T14:16:01Z,5569497179,140,19.8,5569497183,212,20.9,5569497185,213,1.06,5569497233,15,,5569497177,56,Back,5569497181,141,75,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121267,136,61,1,15,36,1kqb5u8em0tj1k40607w2vtl4,0,75.3,19.7,2025-03-09T14:16:05.206Z,2025-03-09T14:16:05Z,5569497747,56,Right,,,,,,,,,,,,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121405,154,1,1,15,40,ajwqetklk0m22x7ifsjax5yi,1,28,80.6,2025-03-09T14:16:09.042Z,2025-03-09T14:16:11Z,5569498439,213,2.27,5569498429,56,Back,5569498431,140,25.4,5569498433,141,85.4,5569498435,212,4.3,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121419,155,61,1,15,41,ajwqetklk0m22x7ifsjax5yi,1,25.4,85.4,2025-03-09T14:16:09.683Z,2025-03-09T15:00:03Z,5569498523,56,Back,,,,,,,,,,,,,,,,,,,,,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121479,156,1,1,15,42,ajwqetklk0m22x7ifsjax5yi,0,26,85.6,2025-03-09T14:16:11.043Z,2025-03-09T14:16:23Z,5569498781,213,6.01,5569498777,141,73.8,5569498773,140,53.8,5569498771,56,Center,5569498779,212,30.3,,,,,,,,,,11een7yuvw4psjhjuakk75clw,Mohammed Sanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121411,137,1,1,15,43,1kqb5u8em0tj1k40607w2vtl4,1,45.8,34.6,2025-03-09T14:16:11.690Z,2025-03-09T14:19:42Z,5569498469,140,49.4,5569498471,141,24.4,5569498473,212,7.9,5569498467,56,Back,5569498477,213,5.21,,,,,,,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121483,138,1,1,15,43,1kqb5u8em0tj1k40607w2vtl4,0,48.9,24.6,2025-03-09T14:16:11.925Z,2025-03-09T14:16:16Z,5569499067,286,,5569499059,236,,5569498793,141,14.7,5569498795,212,10.6,5569498797,213,5.6,5569498789,56,Right,5569498791,140,56.7,5569499061,233,157,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121519,157,74,1,15,43,ajwqetklk0m22x7ifsjax5yi,1,52.7,80.8,2025-03-09T14:16:11.926Z,2025-03-09T15:58:32Z,5569498999,56,Left,5569499001,285,,5569499089,233,138,,,,,,,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121743,139,5,1,15,47,1kqb5u8em0tj1k40607w2vtl4,1,62.2,-1.6,2025-03-09T14:16:16.112Z,2025-03-09T16:01:49Z,5569500223,347,,5569500219,56,Right,5569501883,233,158,,,,,,,,,,,,,,,,18du6lik5pot8uofj1s1n0nl6,Jitendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121665,158,5,1,15,47,ajwqetklk0m22x7ifsjax5yi,0,37.8,101.6,2025-03-09T14:16:16.112Z,2025-03-09T16:01:50Z,5569501911,233,139,5569499807,347,,5569499805,56,Back,,,,,,,,,,,,,,,,7q0oc78bzao7g3iy7zoobmy1,Sourav Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121765,140,1,1,15,57,1kqb5u8em0tj1k40607w2vtl4,0,59.2,0,2025-03-09T14:16:26.362Z,2025-03-09T14:16:28Z,5569500369,140,82,5569500371,141,17.6,5569500373,212,27.2,5569500375,213,0.49,5569500365,107,,5569500367,56,Right,5569500377,1,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786121817,159,1,1,16,0,ajwqetklk0m22x7ifsjax5yi,0,18.1,78.1,2025-03-09T14:16:29.299Z,2025-03-09T14:16:30Z,5569500645,213,1.12,5569500637,140,21.5,5569500635,56,Back,5569500633,3,,5569500643,212,8.2,5569500641,141,88.9,,,,,,,banlw3aybtscei2n206mlzf85,Lazar Ćirković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121909,160,4,1,16,4,ajwqetklk0m22x7ifsjax5yi,1,20,88.1,2025-03-09T14:16:33.251Z,2025-03-09T14:16:39Z,5569501363,56,Back,5569501365,152,,5569501369,285,,5569501409,233,141,5569501361,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786121863,141,4,1,16,4,1kqb5u8em0tj1k40607w2vtl4,0,80,11.9,2025-03-09T14:16:33.252Z,2025-03-09T14:16:39Z,5569501431,233,160,5569501183,56,Right,5569501187,286,,5569501185,152,,5569501181,10,,,,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786122547,161,1,1,16,34,ajwqetklk0m22x7ifsjax5yi,0,23.1,83,2025-03-09T14:17:02.500Z,2025-03-09T14:17:17Z,5569504545,5,,5569504547,157,,5569504559,213,6.12,5569504551,56,Center,5569504553,140,91,5569504561,1,,5569504557,212,72.2,5569504555,141,65.8,5jtd252do025958pgqkigc0d1,Albino Gomes,,5569504549,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2786122543,142,12,1,16,40,1kqb5u8em0tj1k40607w2vtl4,1,5.1,27.6,2025-03-09T14:17:09.025Z,2025-03-09T14:17:11Z,5569504503,141,0,5569504505,212,18.9,5569504507,213,4.76,5569504565,167,,5569504499,56,Back,5569504501,140,5.9,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786122545,143,5,1,16,42,1kqb5u8em0tj1k40607w2vtl4,0,7.8,-0.8,2025-03-09T14:17:10.697Z,2025-03-09T16:01:50Z,5569505137,233,162,5569504541,347,,5569504539,56,Back,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786122655,162,5,1,16,42,ajwqetklk0m22x7ifsjax5yi,1,92.2,100.8,2025-03-09T14:17:10.697Z,2025-03-09T16:01:50Z,5569505067,56,Left,5569505069,347,,5569505103,233,143,,,,,,,,,,,,,,,,5jtd252do025958pgqkigc0d1,Albino Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,Goalkeeper
2786123275,163,1,1,17,21,ajwqetklk0m22x7ifsjax5yi,0,89.2,100,2025-03-09T14:17:49.941Z,2025-03-09T14:17:52Z,5569508379,212,32.4,5569508385,1,,5569508371,107,,5569508373,56,Center,5569508375,140,92.7,5569508381,213,4.83,5569508377,141,54.6,,,,a1rjrfrukdqfztu8c9l88wduc,Muhammed Uvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786123295,144,12,1,17,24,1kqb5u8em0tj1k40607w2vtl4,1,8.4,44.6,2025-03-09T14:17:52.873Z,2025-03-09T14:18:53Z,5569508501,212,22.8,5569508499,141,56.7,5569508503,213,0.37,5569508497,140,28.7,5569508495,56,Back,5569508523,15,,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786123375,164,16,1,17,28,ajwqetklk0m22x7ifsjax5yi,1,80.3,48.5,2025-03-09T14:17:57.317Z,2025-03-09T14:20:20Z,5569515189,102,45.7,5569515191,103,11.4,5569522119,113,,5569515199,230,99.1,5569515201,231,49.8,5569511645,374,17:56.1,5569515197,458,,5569508951,18,,3i9ye7yfz4j9bhbi8gco7mjca,Rei Tachikawa,,5569522117,160,,5569515187,133,5569511651,375,17:27.6,5569508953,56,5569511641,20,,,Center,5569515195,328,5569515193,215,5569515185,80,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786124449,145,1,1,18,24,1kqb5u8em0tj1k40607w2vtl4,1,49.9,49.4,2025-03-09T14:18:53.106Z,2025-03-09T14:19:06Z,5569514675,56,Back,5569515627,189,,5569514677,140,34.1,5569514681,141,33,5569514693,279,G,5569514687,213,3.73,5569514683,212,20,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786124537,146,1,1,18,25,1kqb5u8em0tj1k40607w2vtl4,1,33.2,29.7,2025-03-09T14:18:54.403Z,2025-03-09T14:19:10Z,5569515235,140,76.5,5569515237,141,37,5569515243,1,,5569515233,56,Center,5569515241,213,0.11,5569515231,155,,5569515239,212,45.7,5569515495,189,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786124549,147,4,1,18,33,1kqb5u8em0tj1k40607w2vtl4,1,77.7,33.7,2025-03-09T14:19:01.527Z,2025-03-09T15:57:22Z,5569515409,265,,5569515411,286,,5569515677,233,165,5569515403,13,,5569515405,56,Center,5569515407,152,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2786124565,165,4,1,18,33,ajwqetklk0m22x7ifsjax5yi,0,22.3,66.3,2025-03-09T14:19:01.528Z,2025-03-09T15:57:22Z,5569516739,55,166,5569515639,56,Back,5569515715,233,147,5569515651,285,,5569515635,13,,5569515647,265,,5569515643,152,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786124751,166,17,1,18,49,ajwqetklk0m22x7ifsjax5yi,1,0,0,2025-03-09T14:19:17.465Z,2025-03-09T14:19:21Z,5569516711,31,,5569516713,392,,5569516717,55,165,5569516715,13,243,,,,,,,,,,,,,9vjotu14gqx0jhgrs12qwkezt,Stephen Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamshedpur FC,
2786126159,148,15,1,20,11,1kqb5u8em0tj1k40607w2vtl4,1,77.2,30.1,2025-03-09T14:20:40.352Z,2025-03-09T14:20:52Z,5569524269,56,Center,5569525327,146,99.4,5569525365,233,167,5569524797,20,,5569525319,102,46.1,5569525317,80,,5569525321,103,10.1,5569525329,147,50.4,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,5569524267,18,,5569525325,458,5569524265,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
