id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,teamName,Position
2779175213,610,1,2,83,22,28au628w8n2jhgujuwh3y5d8k,0,38.7,22.1,5531623731,1,,5531623721,56,Center,5531623723,140,85.7,5531623719,155,,5531623727,212,55.6,5531623729,213,0.48,5531623725,141,59.7,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779174963,708,49,2,83,24,8uacz8yrceknwsreon4rb5i8o,1,23.2,36.4,,,,,,,,,,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2779175011,709,1,2,83,25,8uacz8yrceknwsreon4rb5i8o,1,23.2,36.4,5531622721,213,0.98,5531622715,140,28.7,5531622719,212,10.3,5531622717,141,49,5531622713,56,Back,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2779175095,710,1,2,83,28,8uacz8yrceknwsreon4rb5i8o,1,30.3,58.1,5531623181,212,11.1,5531623175,56,Back,5531623183,213,1.36,5531623177,140,32.5,5531623179,141,74.1,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175131,711,1,2,83,34,8uacz8yrceknwsreon4rb5i8o,1,38,74.1,5531623335,140,47.7,5531623339,212,19.7,5531623337,141,49.3,5531623341,213,5.26,5531623333,56,Back,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175179,712,1,2,83,35,8uacz8yrceknwsreon4rb5i8o,1,47.1,46.6,5531623535,213,4.68,5531623527,56,Back,5531623531,141,27,5531623529,140,46.7,5531623533,212,13.3,,,,,,,,,,9w7vzklkn51n608f2md2ds3kk,Nihal Sudeesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175227,713,1,2,83,38,8uacz8yrceknwsreon4rb5i8o,1,53.8,31.8,5531623807,140,46.5,5531623813,213,2.04,5531623809,141,54.2,5531623805,56,Back,5531623811,212,17.1,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175265,714,1,2,83,41,8uacz8yrceknwsreon4rb5i8o,1,47.7,59.1,5531624003,212,18.7,5531623997,56,Left,5531623999,140,55.2,5531624005,213,1.14,5531624001,141,84.1,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175327,715,1,2,83,45,8uacz8yrceknwsreon4rb5i8o,1,55.4,76.4,5531624325,212,26.3,5531624327,213,4.8,5531624321,140,57.5,5531624319,56,Center,5531624323,141,37.9,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175367,716,1,2,83,48,8uacz8yrceknwsreon4rb5i8o,0,61.5,34.2,5531624501,212,26.6,5531624493,155,,5531624505,213,0.64,5531624497,140,81.9,5531624499,141,57.5,5531624495,56,Center,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175417,611,1,2,83,51,28au628w8n2jhgujuwh3y5d8k,1,16.2,40.9,5531624739,3,,5531624749,213,1.18,5531624747,212,27.2,5531624745,141,77.8,5531624743,140,26.1,5531624741,56,Back,,,,,,,5ygjbmzm0l7t0bgv55bvthlyi,Lalchungnunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175419,612,49,2,83,54,28au628w8n2jhgujuwh3y5d8k,1,26,78.1,,,,,,,,,,,,,,,,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175425,613,1,2,83,54,28au628w8n2jhgujuwh3y5d8k,1,26,78.1,5531624801,213,5.59,5531624799,212,16.9,5531624791,140,38.4,5531624789,56,Back,5531624795,141,62.3,,,,,,,,,,5brj4wwxu99bicq7xhzs6zvmx,Nishu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175455,614,1,2,83,55,28au628w8n2jhgujuwh3y5d8k,1,38.2,62.9,5531625001,140,26.9,5531625003,141,64.8,5531625007,213,3.03,5531625005,212,11.9,5531624999,56,Back,,,,,,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175479,615,1,2,83,57,28au628w8n2jhgujuwh3y5d8k,1,26.9,64.8,5531625117,56,Back,5531625119,140,19.5,5531625123,212,8.5,5531625125,213,3.57,5531625121,141,59.6,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175555,616,1,2,83,58,28au628w8n2jhgujuwh3y5d8k,0,19.8,59.6,5531625543,1,,5531625531,157,,5531625533,56,Left,5531625541,213,0.56,5531625537,141,100,5531625539,212,53.4,5531625535,140,62.9,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175557,617,5,2,84,3,28au628w8n2jhgujuwh3y5d8k,0,62.4,101.6,5531625553,347,,5531625551,56,Left,5531625999,233,717,,,,,,,,,,,,,,,,6bgcubncyevstsj12znvexbhm,Anwar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779175643,717,5,2,84,3,8uacz8yrceknwsreon4rb5i8o,1,37.6,-1.6,5531625953,56,Back,5531625955,347,,5531625973,233,617,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175745,718,1,2,84,7,8uacz8yrceknwsreon4rb5i8o,1,37.3,0,5531626539,213,2.4,5531626537,212,17.3,5531626535,141,15.6,5531626529,107,,5531626531,56,Back,5531626533,140,25.2,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175805,719,1,2,84,14,8uacz8yrceknwsreon4rb5i8o,1,44,62.9,5531626801,56,Back,5531626805,141,79.4,5531626807,212,12.2,5531626811,213,1.98,5531626803,140,39.4,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175857,720,1,2,84,18,8uacz8yrceknwsreon4rb5i8o,1,39.5,76,5531627109,213,4.17,5531627107,212,26.8,5531627105,141,42.2,5531627101,56,Back,5531627103,140,26.4,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779175877,721,1,2,84,21,8uacz8yrceknwsreon4rb5i8o,1,26.4,42.2,5531627203,140,32.1,5531627207,212,9.8,5531627209,213,0.91,5531627205,141,53.6,5531627201,56,Back,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,Goalkeeper
2779175915,722,1,2,84,22,8uacz8yrceknwsreon4rb5i8o,1,32.1,53.6,5531627455,141,25.2,5531627459,213,4.87,5531627457,212,19.6,5531627453,140,35.1,5531627451,56,Back,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176049,723,1,2,84,25,8uacz8yrceknwsreon4rb5i8o,1,35.1,25.2,5531628191,56,Back,5531628193,140,30.8,5531628195,141,41.5,5531628199,213,1.96,5531628197,212,12,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176083,724,1,2,84,33,8uacz8yrceknwsreon4rb5i8o,1,44.1,46.1,5531628403,212,49.9,5531628401,141,93,5531628407,1,,5531628395,155,,5531628405,213,0.69,5531628399,140,80.6,5531628397,56,Left,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176143,725,1,2,84,36,8uacz8yrceknwsreon4rb5i8o,1,80.6,93,5531628667,56,Left,5531628669,140,73.4,5531628673,212,9.8,5531628671,141,83.8,5531628675,213,3.83,,,,,,,,,,d0b9bmoy2tfpyra3bra95rdhw,Likmabam Rakesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176203,726,1,2,84,39,8uacz8yrceknwsreon4rb5i8o,1,74.9,93.2,5531628995,56,Left,5531629001,212,13,5531628997,140,87.3,5531628999,141,93.5,5531629003,213,0.02,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176225,727,1,2,84,42,8uacz8yrceknwsreon4rb5i8o,1,85.8,83.8,5531629119,141,43.3,5531629111,56,Center,5531629123,213,4.32,5531629115,140,74.9,5531629121,212,29.8,,,,,,,,,,d0b9bmoy2tfpyra3bra95rdhw,Likmabam Rakesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176277,728,1,2,84,43,8uacz8yrceknwsreon4rb5i8o,1,74.9,43.3,5531629353,56,Center,5531629361,213,1.87,5531629357,141,53.7,5531629359,212,7.4,5531629355,140,72.8,,,,,,,,,,9w7vzklkn51n608f2md2ds3kk,Nihal Sudeesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176315,729,1,2,84,46,8uacz8yrceknwsreon4rb5i8o,1,71.2,44.9,5531629571,56,Center,5531629573,140,74.4,5531629575,141,26.2,5531629577,212,13.2,5531629579,213,4.97,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176343,730,1,2,84,48,8uacz8yrceknwsreon4rb5i8o,0,73.8,27.9,5531629735,212,26.5,5531629731,140,87.8,5531629727,155,,5531629729,56,Center,5531629737,213,0.98,5531629733,141,60.3,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176359,618,12,2,84,50,28au628w8n2jhgujuwh3y5d8k,1,11.9,34.6,5531629827,213,0.49,5531629825,212,27.7,5531629823,141,53.9,5531629819,56,Back,5531629875,15,,5531629821,140,35.1,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779176407,619,1,2,84,54,28au628w8n2jhgujuwh3y5d8k,0,33.7,56.4,5531630113,141,59.6,5531630109,140,58.1,5531630125,1,,5531630105,56,Center,5531630117,212,25.7,5531630121,213,0.08,5531630101,157,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779176469,731,1,2,84,56,8uacz8yrceknwsreon4rb5i8o,1,45.6,43.7,5531630423,56,Center,5531630431,213,5.88,5531630421,3,,5531630427,141,33.3,5531630429,212,17.9,5531630425,140,61.3,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176513,732,1,2,84,59,8uacz8yrceknwsreon4rb5i8o,1,61.3,33.3,5531630657,140,68.6,5531630659,141,42.1,5531630655,56,Center,5531630661,212,9.7,5531630653,3,,5531630663,213,0.66,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176515,733,44,2,85,0,8uacz8yrceknwsreon4rb5i8o,1,69.6,42.2,5531630671,233,620,5531630667,56,Center,5531630669,286,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176483,620,44,2,85,0,28au628w8n2jhgujuwh3y5d8k,0,30.7,57.8,5531630517,285,,5531630515,56,Back,5531630691,233,733,,,,,,,,,,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779176573,734,1,2,85,2,8uacz8yrceknwsreon4rb5i8o,1,68.6,42.1,5531631027,213,5.98,5531631021,140,76.1,5531631025,212,8.2,5531631023,141,38.5,5531631019,56,Center,5531631017,3,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176581,735,1,2,85,3,8uacz8yrceknwsreon4rb5i8o,0,76.1,38.5,5531631093,213,0.27,5531631089,141,43.6,5531631087,140,88.1,5531631091,212,13.1,5531631085,56,Center,,,,,,,,,,2n6c8ciuley3hz0fnt6gn4zpx,Luka Majcen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176557,621,52,2,85,5,28au628w8n2jhgujuwh3y5d8k,1,10.5,56.4,,,,,,,,,,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779176837,622,1,2,85,21,28au628w8n2jhgujuwh3y5d8k,0,13.1,53.9,5531632443,141,33,5531632441,140,64.6,5531632439,56,Center,5531632437,199,,5531632445,212,55.9,5531632447,213,6.03,5531632449,1,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779176885,736,1,2,85,24,8uacz8yrceknwsreon4rb5i8o,1,36.2,63,5531632673,213,5.55,5531632663,3,,5531632671,212,15.5,5531632665,56,Back,5531632667,140,47.2,5531632669,141,47.8,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176889,737,49,2,85,25,8uacz8yrceknwsreon4rb5i8o,1,46.7,46.3,,,,,,,,,,,,,,,,,,,,,,,,,9w7vzklkn51n608f2md2ds3kk,Nihal Sudeesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176925,738,1,2,85,26,8uacz8yrceknwsreon4rb5i8o,1,46.7,46.3,5531632865,140,40.6,5531632867,141,58.2,5531632869,212,10.3,5531632863,56,Back,5531632871,213,2.24,,,,,,,,,,9w7vzklkn51n608f2md2ds3kk,Nihal Sudeesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176927,739,50,2,85,28,8uacz8yrceknwsreon4rb5i8o,1,43.4,58.3,5531632889,56,Back,5531632941,233,623,5531632891,286,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779176923,623,7,2,85,28,28au628w8n2jhgujuwh3y5d8k,0,56.6,41.7,5531632855,56,Center,5531632897,233,739,5531632857,285,,,,,,,,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779177019,740,1,2,85,31,8uacz8yrceknwsreon4rb5i8o,1,50.4,37.6,5531633431,213,5.46,5531633427,141,10.7,5531633429,212,25.1,5531633425,140,66.7,5531633423,56,Right,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177069,741,1,2,85,35,8uacz8yrceknwsreon4rb5i8o,1,67.1,12,5531633693,212,22.4,5531633691,141,19.2,5531633687,56,Back,5531633695,213,2.92,5531633689,140,46.3,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177115,742,1,2,85,37,8uacz8yrceknwsreon4rb5i8o,0,48.6,21.2,5531633931,155,,5531633943,141,83.8,5531633941,140,73.9,5531633935,196,,5531633939,56,Left,5531633945,212,50.2,5531633947,213,1.01,5531633949,1,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177125,624,44,2,85,40,28au628w8n2jhgujuwh3y5d8k,1,25.5,17.6,5531633973,56,Back,5531634063,233,743,5531633975,285,,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779177121,743,44,2,85,40,8uacz8yrceknwsreon4rb5i8o,0,75.2,81,5531633965,56,Left,5531633967,286,,5531634077,233,624,,,,,,,,,,,,,,,,d0b9bmoy2tfpyra3bra95rdhw,Likmabam Rakesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177129,625,12,2,85,42,28au628w8n2jhgujuwh3y5d8k,1,24.8,16.4,5531634121,167,,5531634031,15,,5531634007,56,Back,5531634013,212,17.2,5531634009,140,36.5,5531634011,141,0,5531634015,213,5.51,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779177143,626,5,2,85,42,28au628w8n2jhgujuwh3y5d8k,0,34.3,-1.2,5531634099,347,,5531634095,56,Back,5531635609,233,744,,,,,,,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779177389,744,5,2,85,42,8uacz8yrceknwsreon4rb5i8o,1,65.7,101.2,5531635453,347,,5531635575,233,626,5531635451,56,Left,,,,,,,,,,,,,,,,d0b9bmoy2tfpyra3bra95rdhw,Likmabam Rakesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177393,745,18,2,86,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531635477,59,74,5531635475,44,Defender,5531635473,42,,5531635557,55,746,,,,,,,,,,,,,11xl1jtpjn674dw6yxfv33pey,Suresh Meitei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177397,746,19,2,86,0,8uacz8yrceknwsreon4rb5i8o,1,0,0,5531635503,145,6,5531635499,42,,5531635513,55,745,5531635507,292,5,5531635509,293,5,5531635505,59,25,5531635511,44,Midfielder,,,,dc8zct96hw1uct3arbrq408b8,Singamayum Shami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177517,747,1,2,86,10,8uacz8yrceknwsreon4rb5i8o,1,68.4,100,5531636141,56,Center,5531636143,140,61.4,5531636149,213,4.43,5531636147,212,26.5,5531636151,1,,5531636145,141,63.7,5531636139,107,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177583,748,1,2,86,13,8uacz8yrceknwsreon4rb5i8o,1,61.4,63.7,5531636491,140,63.2,5531636493,141,26.4,5531636489,56,Center,5531636495,212,25.4,5531636497,213,4.79,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177609,749,1,2,86,17,8uacz8yrceknwsreon4rb5i8o,1,69.7,27,5531636623,213,5.12,5531636615,56,Right,5531636617,140,75.1,5531636619,141,7.9,5531636621,212,14.2,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177663,750,1,2,86,20,8uacz8yrceknwsreon4rb5i8o,0,74.3,9.8,5531636895,212,38.5,5531636887,155,,5531636889,56,Center,5531636897,213,0.92,5531636885,2,,5531636909,233,627,5531636891,140,96.4,5531636901,1,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,5531636893,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779177659,627,11,2,86,23,28au628w8n2jhgujuwh3y5d8k,1,1.2,40.7,5531636863,88,,5531636947,233,750,5531636861,56,Back,,,,,,,,,,,,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779177957,628,1,2,86,41,28au628w8n2jhgujuwh3y5d8k,1,16,37.3,5531638411,213,0.16,5531638405,140,62.2,5531638409,212,49.2,5531638407,141,49.1,5531638413,1,,5531638403,56,Center,5531638401,199,,,,,d18hxamo4wksojpx0f2zjy63u,Prabhsukhan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,Goalkeeper
2779177991,629,1,2,86,45,28au628w8n2jhgujuwh3y5d8k,1,62.9,46.6,5531638597,141,24.7,5531638599,212,16,5531638589,56,Center,5531638587,3,,5531638593,140,57.4,5531638601,213,4.34,,,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178025,630,1,2,86,47,28au628w8n2jhgujuwh3y5d8k,1,61.8,14,5531638783,140,52.1,5531638781,56,Right,5531638785,141,11.1,5531638787,212,10.4,5531638789,213,3.33,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178041,631,1,2,86,50,28au628w8n2jhgujuwh3y5d8k,1,53.4,9.5,5531638863,212,8.2,5531638861,141,21.5,5531638857,56,Center,5531638859,140,53.3,5531638865,213,1.58,,,,,,,,,,369ef7pxl6ckbg088w9zi36ne,Mohammad Rakip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178073,632,1,2,86,51,28au628w8n2jhgujuwh3y5d8k,1,53,20.7,5531639057,212,13,5531639049,140,64.1,5531639045,56,Right,5531639061,213,5.83,5531639053,141,12.3,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178097,633,1,2,86,53,28au628w8n2jhgujuwh3y5d8k,1,64.1,12.3,5531639145,56,Center,5531639151,212,18.6,5531639147,140,58.1,5531639149,141,38,5531639153,213,1.92,,,,,,,,,,dgiqagc8iygqc0a1f3gj03q0a,Mahesh Singh Naorem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178109,634,1,2,86,55,28au628w8n2jhgujuwh3y5d8k,1,58.1,38,5531639235,155,,5531639243,212,22.7,5531639237,56,Right,5531639239,140,72.5,5531639241,141,13.1,5531639245,213,5.44,,,,,,,5yau328orkeysj2rs0wyms73d,Saúl Crespo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178111,635,61,2,86,56,28au628w8n2jhgujuwh3y5d8k,0,72.5,13.1,5531639257,56,Right,,,,,,,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178143,636,5,2,86,57,28au628w8n2jhgujuwh3y5d8k,0,73.2,-1.4,5531639355,56,Right,5531640643,233,751,5531639357,347,,,,,,,,,,,,,,,,,8bz6754ot1g7gd2k90qfqnuy2,Raphael Messi Bouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178401,751,5,2,86,57,8uacz8yrceknwsreon4rb5i8o,1,26.8,101.4,5531640609,233,636,5531640589,347,,5531640587,56,Back,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779178491,752,1,2,87,19,8uacz8yrceknwsreon4rb5i8o,1,28.4,100,5531646755,189,,5531640943,56,Back,5531640941,107,,5531640947,141,84.5,5531640949,212,12.7,5531640951,213,5.09,5531640945,140,32.9,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779178511,753,1,2,87,19,8uacz8yrceknwsreon4rb5i8o,0,33.4,84.2,5531641071,140,67.2,5531641129,189,,5531641073,141,24.3,5531641075,212,54,5531641077,213,5.43,5531641079,1,,5531641069,56,Center,5531641067,157,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
2779178411,637,49,2,87,20,28au628w8n2jhgujuwh3y5d8k,1,33.4,71.4,,,,,,,,,,,,,,,,,,,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178433,638,1,2,87,20,28au628w8n2jhgujuwh3y5d8k,1,33.4,71.4,5531640741,189,,5531640715,213,0.5,5531640711,141,83.6,5531640709,140,47.8,5531640713,212,17.2,5531640707,56,Back,,,,,,,37a8scojsvio37fatx5zxih91,Souvik Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178469,639,4,2,87,23,28au628w8n2jhgujuwh3y5d8k,1,41.6,82.2,5531641037,152,,5531641029,13,,5531641033,56,Back,5531641047,286,,5531643151,233,754,5531641041,265,,,,,,,,a46nb8nifruibgamjyq2tb4ve,David Lalhlansanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bengal FC,
2779178567,754,4,2,87,23,8uacz8yrceknwsreon4rb5i8o,0,58.4,17.8,5531643157,233,639,5531642215,56,Right,5531642217,152,,5531642219,265,,5531642221,285,,5531642213,13,,,,,,,,dc8zct96hw1uct3arbrq408b8,Singamayum Shami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab FC,
