id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,teamName,Position
2783619987,306,1,1,42,23,1kqb5u8em0tj1k40607w2vtl4,1,4.7,43.3,5555784391,74,,5555784377,56,Center,5555784383,212,72.4,5555784375,124,,5555784379,140,70.3,5555784385,213,0.31,5555784381,141,75.9,5555784387,1,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783620001,307,44,1,42,26,1kqb5u8em0tj1k40607w2vtl4,1,67.1,71.2,5555784449,56,Center,5555784551,233,262,5555784451,286,,,,,,,,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620009,262,44,1,42,26,7xo09xnh3y03lyai6azr77fo0,0,31.8,27.2,5555784529,285,,5555784559,233,307,5555784527,56,Back,,,,,,,,,,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620021,308,1,1,42,28,1kqb5u8em0tj1k40607w2vtl4,0,70.3,75.9,5555784587,212,8.5,5555784581,56,Center,5555784585,141,77.6,5555784589,213,0.14,5555784579,3,,5555784583,140,78.3,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620039,263,1,1,42,30,7xo09xnh3y03lyai6azr77fo0,1,22.8,31.8,5555784693,212,15.1,5555784689,140,24.6,5555784695,213,4.84,5555784685,3,,5555784691,141,9.8,5555784687,56,Back,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620043,264,49,1,42,31,7xo09xnh3y03lyai6azr77fo0,1,24.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620059,265,1,1,42,31,7xo09xnh3y03lyai6azr77fo0,1,24.9,9.8,5555784817,212,12.1,5555784811,56,Back,5555784815,141,14.4,5555784819,213,0.26,5555784813,140,36,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620085,266,1,1,42,34,7xo09xnh3y03lyai6azr77fo0,1,37.7,15.9,5555784959,140,57.2,5555784965,213,6.03,5555784961,141,8.2,5555784963,212,21.1,5555784957,56,Right,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620115,267,1,1,42,36,7xo09xnh3y03lyai6azr77fo0,1,57.9,5.8,5555785095,212,10.5,5555785091,140,63.3,5555785097,213,1,5555785093,141,18.8,5555785089,56,Right,,,,,,,,,,5g8572gxi73ztuk13kttx9b84,Thoi Singh Huidrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620123,268,1,1,42,39,7xo09xnh3y03lyai6azr77fo0,0,65.9,18.6,5555785113,141,23.9,5555785111,140,65.1,5555785115,212,3.7,5555785109,56,Center,5555785117,213,1.8,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620143,309,61,1,42,42,1kqb5u8em0tj1k40607w2vtl4,1,32.2,76,5555785219,56,Back,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620151,310,49,1,42,44,1kqb5u8em0tj1k40607w2vtl4,1,22,71.5,,,,,,,,,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620169,311,1,1,42,44,1kqb5u8em0tj1k40607w2vtl4,1,21.8,71.4,5555785319,140,10.8,5555785317,56,Back,5555785321,141,54.6,5555785325,213,3.92,5555785323,212,16.2,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620181,312,1,1,42,46,1kqb5u8em0tj1k40607w2vtl4,0,9.6,53.9,5555785387,56,Back,5555785397,1,,5555785389,140,46.5,5555785393,212,41.1,5555785391,141,33.7,5555785385,157,,5555785395,213,5.94,,,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783620199,269,1,1,42,48,7xo09xnh3y03lyai6azr77fo0,0,55.6,63,5555785437,56,Back,5555785445,213,3.1,5555785435,3,,5555785441,141,63.6,5555785443,212,9.9,5555785439,140,46.2,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620243,313,1,1,42,51,1kqb5u8em0tj1k40607w2vtl4,1,55.1,34.8,5555785631,141,33.4,5555785637,213,6.17,5555785627,56,Center,5555785633,212,8.1,5555785629,140,62.8,,,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620253,314,1,1,42,52,1kqb5u8em0tj1k40607w2vtl4,0,62.9,33.3,5555785669,140,68.3,5555785673,212,10.7,5555785671,141,46.6,5555785675,213,1.01,5555785667,56,Center,,,,,,,,,,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620265,270,49,1,42,54,7xo09xnh3y03lyai6azr77fo0,1,32.1,56.3,,,,,,,,,,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620277,271,1,1,42,54,7xo09xnh3y03lyai6azr77fo0,0,33.2,60.2,5555785757,140,43.7,5555785763,213,5.8,5555785761,212,12.5,5555785755,56,Back,5555785759,141,51.6,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620289,315,8,1,42,57,1kqb5u8em0tj1k40607w2vtl4,1,61.1,46.6,5555785811,56,Center,,,,,,,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620297,316,50,1,42,57,1kqb5u8em0tj1k40607w2vtl4,1,66.6,47.6,5555785915,233,272,5555785835,286,,5555785833,56,Center,,,,,,,,,,,,,,,,e5pgescmpgtyk96b07mpicsq2,Jiteshwor Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620301,272,7,1,42,57,7xo09xnh3y03lyai6azr77fo0,1,33.5,52.6,5555785841,56,Back,5555785843,285,,5555785889,233,316,,,,,,,,,,,,,,,,27cg2gd6m8m4cw75j37dquxud,Redeem Tlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620305,273,49,1,42,59,7xo09xnh3y03lyai6azr77fo0,1,41.4,40.6,,,,,,,,,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620365,274,1,1,43,3,7xo09xnh3y03lyai6azr77fo0,1,66,33.9,5555786237,213,1.56,5555786235,212,14.9,5555786231,140,66.2,5555786229,56,Center,5555786233,141,55.8,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620425,275,1,1,43,7,7xo09xnh3y03lyai6azr77fo0,1,67.4,55.5,5555787065,210,13,5555786593,56,Center,5555786597,141,74.1,5555786591,155,,5555786595,140,85.4,5555786601,213,0.59,5555786599,212,22.7,,,,xm1pai2cllklkwkgpb7n5mmt,Néstor Albiach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620447,276,3,1,43,15,7xo09xnh3y03lyai6azr77fo0,1,87.8,69.2,5555786747,233,317,5555786731,56,Center,5555786733,286,,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620427,317,45,1,43,15,1kqb5u8em0tj1k40607w2vtl4,0,12.6,30.8,5555786605,56,Back,5555786757,233,276,5555786607,285,,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620449,277,13,1,43,16,7xo09xnh3y03lyai6azr77fo0,1,84.3,64.3,5555787081,231,50.2,5555787069,29,,5555787077,103,72.2,5555786739,56,Center,5555786875,20,,5555787075,102,46.6,5555787067,74,,5555786735,22,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,5555787071,55,5555786737,64,5555787079,230,,,,,,,,,,,275,,,,98.5,,,,,,,,Northeast United FC,
2783620467,278,5,1,43,16,7xo09xnh3y03lyai6azr77fo0,0,101.2,48,5555787851,233,318,5555786853,346,,5555786851,56,Center,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620595,318,5,1,43,16,1kqb5u8em0tj1k40607w2vtl4,1,-1.2,52,5555787811,346,,5555787829,233,278,5555787809,56,Back,,,,,,,,,,,,,,,,a5hmrpq6qy5ac6ir7hd4fajxm,Ankit Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620615,319,1,1,43,47,1kqb5u8em0tj1k40607w2vtl4,1,4.3,47,5555787913,74,,5555787899,56,Center,5555787897,124,,5555787903,141,74.7,5555787907,213,0.26,5555787909,1,,5555787905,212,72.2,5555787901,140,70.7,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783620645,320,1,1,43,50,1kqb5u8em0tj1k40607w2vtl4,1,72.9,64.6,5555788045,140,76,5555788049,212,20.5,5555788047,141,34.8,5555788051,213,4.87,5555788043,56,Center,5555789327,210,15,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620649,321,15,1,43,53,1kqb5u8em0tj1k40607w2vtl4,1,77.9,39.8,5555789351,215,,5555789359,231,47.1,5555788065,18,,5555789347,102,50,5555789339,78,,5555788067,56,Center,5555788063,22,,5555789377,233,279,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,5555789343,55,5555789355,147,5555788233,82,5555789337,72,,5555789357,230,5555789349,103,19,41.7,,320,5555789341,29,,,98,5555789353,146,82,,,,Chennaiyin FC,
2783620659,279,10,1,43,53,7xo09xnh3y03lyai6azr77fo0,1,18,58.3,5555788133,94,,5555788135,56,Back,5555789395,233,321,,,,,,,,,,,,,,,,31a4sn8saxhfnh57j7c1yy2ac,Buanthanglun Samte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620669,280,52,1,43,57,7xo09xnh3y03lyai6azr77fo0,1,4.5,55.5,,,,,,,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620749,281,1,1,44,11,7xo09xnh3y03lyai6azr77fo0,1,7.4,55.5,5555788647,141,80.5,5555788651,213,0.83,5555788641,123,,5555788645,140,22.2,5555788649,212,23,5555788643,56,Back,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620809,282,1,1,44,15,7xo09xnh3y03lyai6azr77fo0,1,26.4,81.5,5555788943,141,48.4,5555788941,140,7.2,5555788945,212,30.2,5555788939,56,Back,5555788947,213,3.98,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620861,283,1,1,44,23,7xo09xnh3y03lyai6azr77fo0,1,13.6,47.9,5555789193,56,Back,5555789197,141,24,5555789201,213,5.22,5555789195,140,22.3,5555789199,212,18.6,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620867,284,1,1,44,27,7xo09xnh3y03lyai6azr77fo0,1,24.4,18.2,5555789231,140,7.5,5555789235,212,22.5,5555789237,213,2.48,5555789233,141,38.5,5555789229,56,Back,,,,,,,,,,dpg6dskbwuf9die5imz7z1y7e,Soraisham Dinesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620869,285,1,1,44,29,7xo09xnh3y03lyai6azr77fo0,0,8.6,39.8,5555789243,56,Back,5555789249,212,29.9,5555789245,140,37,5555789251,213,0.09,5555789247,141,43.6,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620895,322,49,1,44,33,1kqb5u8em0tj1k40607w2vtl4,1,77.3,39.1,,,,,,,,,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620903,323,3,1,44,34,1kqb5u8em0tj1k40607w2vtl4,0,79.4,32.6,5555789455,56,Center,5555789557,233,286,5555789457,286,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783620919,286,7,1,44,34,7xo09xnh3y03lyai6azr77fo0,0,20.6,67.4,5555789543,233,323,5555789539,56,Back,5555789541,285,,,,,,,,,,,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783620933,324,15,1,44,38,1kqb5u8em0tj1k40607w2vtl4,1,89.1,33.4,5555790931,102,45.7,5555790939,147,47.1,5555790959,233,287,5555789639,56,Center,5555790325,72,,5555790935,458,,5555789637,63,,5555790937,146,99.1,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,5555789635,22,5555790933,103,5555790929,80,,,,,,,,,7.6,,,,,,,,,,,,,,Chennaiyin FC,
2783620935,287,10,1,44,38,7xo09xnh3y03lyai6azr77fo0,1,2.4,55.2,5555789653,56,Back,5555789651,182,,5555789751,179,,5555789647,173,,5555790985,233,324,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620951,288,6,1,44,41,7xo09xnh3y03lyai6azr77fo0,0,1.4,56,5555789773,56,Back,5555789839,233,325,5555789775,73,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783620949,325,6,1,44,41,1kqb5u8em0tj1k40607w2vtl4,1,98.6,44,5555789755,56,Center,5555789803,233,288,5555789757,75,,,,,,,,,,,,,,,,,dej3o41jgebei5deqs5m5fris,Vincy Barretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621095,289,70,1,45,4,7xo09xnh3y03lyai6azr77fo0,1,0,0,5555790629,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621151,326,1,1,45,14,1kqb5u8em0tj1k40607w2vtl4,0,99.5,0.5,5555791079,141,62.3,5555792011,224,,5555791075,56,Center,5555791071,155,,5555791083,213,1.67,5555791077,140,95.5,5555791069,6,,5555791081,212,42.2,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,5555791067,2,5555791085,1,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621161,290,12,1,45,17,7xo09xnh3y03lyai6azr77fo0,1,6.9,45.1,5555791151,212,14.1,5555791147,140,0,5555791149,141,28.2,5555791169,15,,5555791145,56,Back,5555791153,213,4.09,5555791239,167,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621173,291,6,1,45,19,7xo09xnh3y03lyai6azr77fo0,0,0,27.8,5555791449,233,327,5555791319,73,,5555791317,56,Back,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621185,327,6,1,45,19,1kqb5u8em0tj1k40607w2vtl4,1,100,72.2,5555791395,56,Center,5555791437,233,291,5555791397,73,,,,,,,,,,,,,,,,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621413,328,1,1,45,48,1kqb5u8em0tj1k40607w2vtl4,1,99.5,99.5,5555792679,213,4.64,5555793833,210,13,5555792663,2,,5555792671,56,Center,5555793835,154,,5555792665,6,,5555792667,155,,5555792675,141,41.3,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,1,5555792677,212,5555792673,140,5555792669,223,5555792681,1,,,,,,,96.9,,39.7,,,,,,,,,,,,Chennaiyin FC,
2783621837,333,44,1,45,50,1kqb5u8em0tj1k40607w2vtl4,1,97,40.9,5555794979,56,Center,5555794981,286,,5555795281,233,293,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621559,293,44,1,45,50,7xo09xnh3y03lyai6azr77fo0,0,3,58,5555793525,56,Back,5555795311,233,333,5555793527,285,,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621419,329,13,1,45,51,1kqb5u8em0tj1k40607w2vtl4,1,96.9,41.3,5555793843,55,328,5555793847,102,42,5555793851,214,,5555793839,29,,5555793237,15,,5555793241,328,,5555793235,25,,5555793837,84,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,5555793855,230,5555792717,56,5555793841,154,5555792715,60,,5555793857,231,5555793849,103,19.4,Center,,99.4,,,,,47.5,,,,,,,Chennaiyin FC,
2783621435,292,5,1,45,53,7xo09xnh3y03lyai6azr77fo0,1,-1,58.8,5555792869,233,330,5555792763,56,Back,5555792765,346,,,,,,,,,,,,,,,,,cmipqs8kvp9fztc1ekgzlwogl,Mohammed Bemammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621451,330,5,1,45,53,1kqb5u8em0tj1k40607w2vtl4,0,101,41.2,5555792901,233,292,5555792849,56,Center,5555792851,346,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621665,294,1,1,46,23,7xo09xnh3y03lyai6azr77fo0,0,4.9,60.2,5555794117,212,62.6,5555794109,124,,5555794111,56,Center,5555794115,141,43.7,5555794119,213,6.1,5555794125,74,,5555794121,1,,5555794113,140,63.6,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783621669,295,43,1,46,27,7xo09xnh3y03lyai6azr77fo0,1,0,0,5555794141,286,0,5555794433,144,44,5555794139,56,Center,,,,,,,,,,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621683,296,4,1,46,29,7xo09xnh3y03lyai6azr77fo0,1,58.1,56.1,5555794377,152,,5555794375,56,Center,5555794371,13,,5555794379,286,,5555794373,264,,5555794511,233,331,,,,,,,8dzeq723volchfye1smryolt6,Alaeddine Ajaraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783621693,331,4,1,46,29,1kqb5u8em0tj1k40607w2vtl4,0,41.9,43.9,5555794487,56,Back,5555794485,264,,5555794491,285,,5555794489,152,,5555794483,13,,5555794523,233,296,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783621747,332,17,1,46,37,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555794731,184,,5555794729,31,,,,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783622029,297,1,1,47,11,7xo09xnh3y03lyai6azr77fo0,0,56.8,60.9,5555796043,141,76.7,5555796033,5,,5555796049,1,,5555796039,56,Center,5555796045,212,47.3,5555796035,155,,5555796041,140,100,5555796047,213,0.23,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,5555796037,152,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783622129,298,5,1,47,14,7xo09xnh3y03lyai6azr77fo0,0,100.8,78.8,5555797143,233,334,5555796567,346,,5555796563,56,Center,,,,,,,,,,,,,,,,awmnvgz0piarvn8o7b7zk57f9,Míchel Zabaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783622227,334,5,1,47,14,1kqb5u8em0tj1k40607w2vtl4,1,-0.8,21.2,5555797139,233,298,5555797123,56,Back,5555797125,346,,,,,,,,,,,,,,,,,9o2dyl3cbm2ni3874doydh49h,Ryan Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783622263,335,1,1,47,39,1kqb5u8em0tj1k40607w2vtl4,1,5.3,59.4,5555797317,56,Left,5555797323,212,62.6,5555797331,74,,5555797315,124,,5555797319,140,60.1,5555797325,213,0.4,5555797321,141,95.6,5555797327,1,,a9gquocdgtb8bpk99a5a110mi,Mohammad Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,Goalkeeper
2783622295,336,1,1,47,43,1kqb5u8em0tj1k40607w2vtl4,1,60.1,95.6,5555797497,140,65.7,5555797493,3,,5555797499,141,84.4,5555797503,213,5.37,5555797501,212,9.6,5555797495,56,Left,,,,,,,3macevv6d8kk7a3na4b3zh2j8,Irfan Yadwad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783622299,337,4,1,47,46,1kqb5u8em0tj1k40607w2vtl4,1,68.2,81.8,5555797637,152,,5555797647,233,299,5555797633,13,,5555797639,265,,5555797635,56,Left,5555797641,286,,,,,,,,83rpxksxq3qq7vxslur4ge5sl,Wilmar Jordán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783622305,299,4,1,47,46,7xo09xnh3y03lyai6azr77fo0,0,31.8,18.2,5555797577,285,,5555797571,56,Back,5555797575,265,,5555797569,13,,5555797573,152,,5555797679,233,337,,,,,,,6vak9npg73k6di2oagxg8ttgq,Mayakkannan Muthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783622607,338,1,1,48,24,1kqb5u8em0tj1k40607w2vtl4,0,67.7,83.2,5555799279,141,35.5,5555799271,155,,5555799275,56,Center,5555799283,213,5.37,5555799277,140,91.6,5555799269,5,,5555799273,152,,5555799285,1,,dkk86y8pa3svtz43c0m55qn6x,Connor Shields,,5555799281,212,,,,,,,,,,,,,,,41,,,,,,,,,,,,Chennaiyin FC,
2783622605,300,11,1,48,27,7xo09xnh3y03lyai6azr77fo0,1,7.5,51.3,5555799265,88,,5555799263,56,Back,,,,,,,,,,,,,,,,,,,f1tuc3g6x0bvykbf3l6kckhnu,Gurmeet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,Goalkeeper
2783622645,301,30,1,48,30,7xo09xnh3y03lyai6azr77fo0,1,0,0,5555799497,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast United FC,
2783622641,339,30,1,48,30,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555799491,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783627535,340,18,2,45,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555828377,42,,5555828381,59,5,5555828379,44,Midfielder,5555828441,55,341,,,,,,,,,,,,,ajkkf12dn8livsb196zp7w0d1,Elsinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783627543,341,19,2,45,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555828415,59,70,5555828419,55,340,5555852071,293,4,5555828417,44,Midfielder,5555828409,42,,5555852069,292,6,5555828413,145,8,,,,5phslvtihgvzghwa9dqmqtune,Lukas Brambilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783627571,342,18,2,45,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555828585,42,,5555828589,59,20,5555828587,44,Defender,5555828635,55,343,,,,,,,,,,,,,evpkruwe8cis1pfkujwfwr9hx,Pritam Kotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
2783627575,343,19,2,45,0,1kqb5u8em0tj1k40607w2vtl4,1,0,0,5555828615,44,Defender,5555828607,145,5,5555828611,292,4,5555828609,59,4,5555828617,55,342,5555828613,293,5,5555828603,42,,,,,9h25nvm0qom316k8qamw5zh1w,Laldinpuia PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennaiyin FC,
