id,eventId,typeId,periodId,timeMin,timeSec,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/15/value,assist
2772729085,402,61,1,43,3,1,87.1,29.5,5496364295,56,Center,,,,,,,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729049,400,61,1,43,4,0,87.9,32.1,5496364171,56,Center,,,,,,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729053,384,12,1,43,5,1,7.2,67.1,5496364181,212,23.9,5496364183,213,1.35,5496364175,56,Back,5496364177,140,12.2,5496364189,167,,5496364179,141,100,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729055,385,5,1,43,7,0,11.6,101.6,5496364225,233,401,5496364187,347,,5496364185,56,Back,,,,,,,,,,,,,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729065,401,5,1,43,7,1,88.4,-1.6,5496364221,233,385,5496364213,56,Right,5496364215,347,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729253,417,1,1,43,15,0,80.1,0,5496365227,213,2.71,5496365219,56,Right,5496365235,107,,5496365221,140,67.7,5496365223,141,6.8,5496365225,212,14.3,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729089,386,49,1,43,22,1,30.4,77.9,,,,,,,,,,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729091,387,61,1,43,24,0,35.7,82.2,5496364313,56,Back,,,,,,,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729095,403,43,1,43,26,1,0,0,5496364507,144,49,,,,,,,,,,,,,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729101,405,49,1,43,26,1,59.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729099,404,1,1,43,26,0,57.9,7.4,5496364335,213,0.03,5496364329,140,64.4,5496364327,56,Right,5496364333,212,6.8,5496364331,141,7.7,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729097,388,8,1,43,26,1,35.8,84.6,5496364325,56,Back,,,,,,,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729103,389,43,1,43,27,1,0,0,5496364347,213,0,5496364345,212,5.8,5496364353,144,1,5496364343,141,98.9,5496364339,56,Back,5496364341,140,45.6,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729259,418,1,1,43,27,0,67.5,7.8,5496365267,212,13.5,5496365257,5,,5496365259,152,,5496365269,213,5.85,5496365265,141,0,5496365263,140,79.2,5496365261,56,Right,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729105,390,5,1,43,30,1,43.4,101,5496364359,56,Back,5496364449,233,406,5496364361,347,,5496365907,361,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729111,406,5,1,43,30,0,56.6,-1,5496364445,233,390,5496364431,347,,5496364429,56,Right,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729157,391,1,1,43,54,0,44.2,100,5496364705,140,66.3,5496364703,56,Left,5496364701,107,,5496364709,212,24.5,5496364707,141,89.3,5496364711,213,5.95,5496364713,1,,,,,8js8a2yz6jly94vf0ilyg76s4,Tekcham Abhishek Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729167,407,44,1,43,55,1,31.2,12.3,5496364755,285,,5496364753,56,Back,5496364761,233,392,,,,,,,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729161,392,44,1,43,55,0,68.8,87.7,5496364765,233,407,5496364725,56,Left,5496364727,286,,,,,,,,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729169,408,1,1,43,56,1,26.9,15.3,5496364771,56,Back,5496364773,140,33.9,5496364775,141,2.8,5496364769,3,,5496364777,212,11.2,5496364779,213,5.43,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729183,409,1,1,43,57,0,34,2.8,5496364849,213,2.24,5496364847,212,21.3,5496364839,157,,5496364851,1,,5496364845,141,27.4,5496364841,56,Back,5496364843,140,21.4,,,,1cclqc2tw3zav2if1cqij7ofe,Manvir Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729177,393,1,1,43,58,0,64.8,97.4,5496364815,140,80.1,5496364813,56,Center,5496364821,213,5.44,5496364823,1,,5496364811,157,,5496364817,141,70.8,5496364819,212,24.2,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729197,411,44,1,44,0,1,19.8,29,5496364915,285,,5496364935,233,394,5496364913,56,Back,,,,,,,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729189,394,44,1,44,0,0,80.2,71,5496364881,56,Center,5496364883,286,,5496364939,233,411,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729187,410,12,1,44,0,1,21.4,27.4,5496364929,15,,5496364877,212,8.1,5496364875,141,36.1,5496364879,213,0.83,5496364871,56,Back,5496364873,140,26.6,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729195,395,13,1,44,2,1,75.2,69.6,5496364903,18,,5496364905,56,Center,5496364991,73,,5496365007,231,51.4,5496365003,458,,5496365005,230,98.6,5496364995,103,9.7,5496364955,20,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,5496365081,160,,,5496364993,102,5496364997,215,,5496364999,108,5496365001,328,,,,,,,,,,,,,64.4,,,
2772729205,412,5,1,44,5,1,-1.1,42.4,5496377287,233,429,5496364961,346,,5496364959,56,Back,,,,,,,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772731411,429,5,1,44,5,0,101.1,57.6,5496377301,233,412,5496377283,346,,5496377281,56,Center,,,,,,,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729223,413,1,1,44,15,1,3.7,43.4,5496365075,213,0.57,5496365073,212,15.8,5496365065,124,,5496365071,141,56,5496365079,237,,5496365069,140,16.3,5496365067,56,Back,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729231,414,1,1,44,17,1,23.7,68.8,5496365111,212,18.4,5496365105,56,Back,5496365107,140,32.6,5496365113,213,1.04,5496365109,141,92.1,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729235,415,1,1,44,20,1,32.5,90.3,5496365129,213,4.36,5496365127,212,9.8,5496365125,141,76.7,5496365121,56,Back,5496365123,140,29.3,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729237,416,4,1,44,22,1,29.6,75.2,5496365137,13,,5496365139,56,Back,5496365143,265,,5496365171,233,396,5496365141,152,,5496365145,285,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729243,396,4,1,44,22,0,70.4,24.8,5496365163,56,Center,5496365161,13,,5496365175,233,416,5496365165,152,,5496365169,286,,5496365167,265,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729267,419,1,1,44,40,1,35,71.7,5496365319,56,Back,5496365327,213,4.39,5496365317,152,,5496365325,212,24.4,5496365315,5,,5496365323,141,37.6,5496365321,140,27.7,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729269,420,1,1,44,42,1,27.5,36,5496365337,56,Back,5496365339,140,39,5496365341,141,7.9,5496365343,212,22.6,5496365345,213,5.28,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729289,421,1,1,44,43,1,39.3,7.7,5496365443,56,Back,5496365445,140,28.5,5496365451,213,2.36,5496365447,141,24.4,5496365449,212,16,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729305,422,1,1,44,47,1,28.5,24.4,5496365523,212,44.2,5496365521,141,89.3,5496365513,155,,5496365525,213,1.51,5496365515,196,,5496365519,140,30.9,5496365527,1,,5496365517,56,Back,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729311,423,1,1,44,51,1,32.3,88.6,5496365565,213,6.05,5496365561,141,80.2,5496365563,212,24.8,5496365557,56,Left,5496365559,140,55.3,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729315,424,50,1,44,55,1,54.6,81.2,5496365687,286,,5496365709,233,397,5496365569,56,Left,,,,,,,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729317,397,7,1,44,55,1,45.4,18.8,5496365575,285,,5496365573,56,Back,5496365705,233,424,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729319,398,49,1,44,56,1,55.7,20.9,,,,,,,,,,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729323,399,1,1,44,56,0,54,23.8,5496365591,140,55.3,5496365593,141,22.4,5496365589,56,Center,5496365603,236,,5496365595,212,1.7,5496365605,233,425,5496365609,286,,5496365597,213,5.67,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729325,425,74,1,44,56,1,43,80.5,5496365601,285,,5496365599,56,Back,5496365611,233,399,,,,,,,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729341,400,1,1,45,1,1,60.8,2.3,5496365719,212,7.9,5496365715,140,68.3,5496365717,141,1,5496365721,213,6.17,5496365713,56,Right,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729343,401,3,1,45,3,0,72,4.8,5496365781,233,426,5496365727,286,,5496365725,56,Right,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729351,426,7,1,45,3,1,28,95.2,5496365765,167,,5496365767,56,Back,5496365769,285,,5496365775,233,401,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729373,402,5,1,45,4,1,70.2,-1.7,5496365905,347,,5496365909,233,427,5496365903,56,Right,,,,,,,,,,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729361,427,5,1,45,4,0,29.8,101.7,5496365835,347,,5496365913,233,402,5496365833,56,Back,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729393,403,1,1,45,22,0,79,0,5496366007,213,0.58,5496366005,212,20.5,5496365999,56,Right,5496365997,107,,5496366003,141,16,5496366001,140,95.3,,,,,,,1i4qgopfzsr2xyfs93kjtcvai,Khaiminthang Lhungdim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729399,428,1,1,45,25,0,6,86.2,5496366045,213,6.05,5496366041,141,79.1,5496366043,212,20.7,5496366035,157,,5496366047,1,,5496366039,140,25.2,5496366037,56,Back,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729405,404,1,1,45,27,1,77.2,23.5,5496366071,141,29.8,5496366073,212,12.2,5496366075,213,0.36,5496366067,56,Center,5496366069,140,88.1,,,,,,,,,,bwiqj25qbrcc2xhc8faqb44wl,Ezequiel Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729407,405,1,1,45,27,0,88.1,29.8,5496366079,56,Center,5496366087,213,2.7,5496366085,212,11.2,5496366081,140,78.4,5496366083,141,36.8,,,,,,,,,,1csytueiqmph9zm2p58ww333e,Ricky Shabong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729415,429,61,1,45,30,1,22.1,67.5,5496366129,56,Back,,,,,,,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729419,430,49,1,45,32,1,28.6,63.7,,,,,,,,,,,,,,,,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729429,431,1,1,45,32,1,31,60.5,5496366211,213,4.64,5496366207,141,24.3,5496366205,140,29.3,5496366209,212,24.7,5496366203,56,Back,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729437,432,1,1,45,34,0,29.3,24.3,5496366245,213,0.35,5496366243,212,41.3,5496366241,141,45.4,5496366235,157,,5496366247,1,,5496366239,140,66.2,5496366237,56,Center,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729433,406,70,1,45,37,1,0,0,5496366219,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729579,414,44,1,45,38,1,32.4,55.5,5496367009,285,,5496367007,56,Back,5496367041,233,433,,,,,,,,,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729439,433,44,1,45,38,0,67.6,44.5,5496366257,286,,5496366255,56,Center,5496367045,233,414,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,Jamie Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729581,415,12,1,45,39,1,30,56.9,5496367017,212,4,5496367015,141,54.6,5496367019,213,3.54,5496367013,140,26.5,5496367011,56,Back,5496367033,15,,,,,,,,5ku3ut12bd65rq9qoobyv2jh0,Melroy Assisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729443,407,12,1,45,40,1,19.8,45.8,5496366275,141,29.8,5496366277,212,12.4,5496366279,213,5.22,5496366271,56,Back,5496366273,140,25.5,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729449,434,15,1,45,41,1,70.7,65.5,5496366417,328,,5496366301,22,,5496366419,458,,5496366415,103,5.1,5496366413,102,48.6,5496366423,147,50.2,5496366303,18,,5496366319,20,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,5496366305,56,Center,,5496366431,233,5496366421,146,97.1,5496366411,78,,,,,,,,,,,,,,,408,,,
2772729445,408,10,1,45,41,1,2.3,50.4,5496366287,56,Back,5496366315,177,,5496366285,182,,5496366435,233,434,5496366317,180,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729451,409,52,1,45,41,1,2.3,50.4,,,,,,,,,,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729497,410,1,1,46,2,1,11.1,62.6,5496366559,56,Back,5496366567,213,0.84,5496366557,123,,5496366563,141,96.8,5496366561,140,30.9,5496366565,212,31.2,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729505,411,1,1,46,4,0,31.3,96.3,5496366615,1,,5496366603,157,,5496366613,213,5.94,5496366605,56,Center,5496366611,212,35.6,5496366607,140,63.2,5496366609,141,78.5,,,,ciydd242v6efvzsqd2hxqvwus,Pramveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729507,435,49,1,46,5,1,40.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729515,436,1,1,46,6,1,40.2,18.6,5496366665,141,41.9,5496366663,140,46,5496366661,56,Back,5496366669,213,1.2,5496366667,212,17,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729531,437,1,1,46,9,1,46,41.9,5496366745,212,17.9,5496366747,213,0.7,5496366743,141,58.8,5496366739,56,Center,5496366741,140,59.1,,,,,,,,,,1qthfdkbz92jucy9vpqimltec,Abhishek Suryavanshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729533,438,4,1,46,12,1,61.8,54.2,5496366783,233,412,5496366781,286,,5496366773,13,,5496366779,265,,5496366775,56,Center,5496366777,152,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729529,412,4,1,46,12,0,38.2,45.8,5496366755,152,,5496366849,55,413,5496366751,13,,5496366753,56,Back,5496366789,233,438,5496366757,265,,5496366759,285,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729541,413,17,1,46,15,1,0,0,5496366823,31,,5496366825,392,,5496366827,13,243,5496366829,55,412,,,,,,,,,,,,,5hi3s09qsxkuv8l5nw8d8qqj9,Ivan Novoselec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729619,439,1,1,46,44,1,59.1,58.8,5496367279,5,,5496367285,140,62.3,5496367281,152,,5496367283,56,Center,5496367289,212,10.7,5496367291,213,5.03,5496367287,141,43.9,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729629,440,1,1,46,45,1,62.3,43.9,5496367335,140,68.7,5496367337,141,11.6,5496367341,213,5.01,5496367339,212,23,5496367333,56,Right,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729657,417,45,1,46,47,0,32,86.8,5496367603,56,Back,5496367731,233,448,5496367605,285,,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729689,448,3,1,46,47,1,68,13.2,5496367721,56,Right,5496367723,286,,5496367725,233,417,,,,,,,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729637,441,1,1,46,49,1,67.2,26.1,5496367369,141,57.6,5496367373,213,2.14,5496367365,56,Center,5496367371,212,25.5,5496367367,140,54.1,,,,,,,,,,1rsxl4rnswqez6c6rwp7768r9,Greg Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729643,442,1,1,46,51,1,57.7,66.4,5496367431,141,93,5496367433,212,21.7,5496367427,56,Left,5496367429,140,69.1,5496367435,213,0.99,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729641,416,43,1,46,53,1,0,0,5496367401,56,Back,5496367403,285,0,5496367425,144,45,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729653,443,1,1,46,56,1,70.9,92,5496367495,212,9.4,5496367497,213,3.26,5496367489,56,Left,5496367493,141,90.3,5496367491,140,62,,,,,,,,,,4sqnd13g7n9e4orv6hcp27fxm,Liston Colaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729659,444,1,1,46,58,1,62.7,89.9,5496367527,212,18.8,5496367525,141,73.5,5496367529,213,3.78,5496367521,56,Back,5496367523,140,48.3,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729663,445,1,1,47,0,1,48.3,71.4,5496367557,141,50.4,5496367559,212,14.9,5496367561,213,4.42,5496367553,56,Back,5496367555,140,44.2,,,,,,,,,,5hmx68vjqij9ywdv61v2qyrmy,Alberto Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729667,446,1,1,47,2,1,44.7,48.4,5496367583,212,22.1,5496367581,141,21.9,5496367585,213,5.33,5496367577,56,Center,5496367579,140,56.9,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729677,447,1,1,47,6,0,57.8,16.4,5496367639,140,96.8,5496367637,56,Center,5496367647,1,,5496367643,212,42.1,5496367641,141,30.9,5496367635,155,,5496367645,213,0.24,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729683,418,52,1,47,9,1,4.3,73.8,,,,,,,,,,,,,,,,,,,,,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729713,419,1,1,47,26,0,16,64.8,5496367841,141,71,5496367843,212,53.3,5496367833,199,,5496367845,213,0.08,5496367837,56,Center,5496367839,140,66.6,5496367847,1,,,,,eu9kw6jcgneygerxqlfj00r11,Ravi Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729717,449,44,1,47,30,1,32.1,29.2,5496367865,285,,5496367867,233,420,5496367863,56,Back,,,,,,,,,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729715,420,44,1,47,30,0,67.9,70.8,5496367885,233,449,5496367853,286,,5496367851,56,Center,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729721,450,1,1,47,30,1,29.5,27.1,5496367895,141,44,5496367897,212,11.9,5496367899,213,1.3,5496367891,56,Back,5496367893,140,32.5,5496367889,3,,,,,,,,doiw2drickz2eacyeudn3szmy,Deepak Tangri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729723,451,49,1,47,31,1,32.5,44,,,,,,,,,,,,,,,,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729727,452,1,1,47,33,1,32.5,44,5496367957,212,23.9,5496367959,213,3.2,5496367955,141,41.9,5496367951,56,Back,5496367953,140,9.8,,,,,,,,,,825wa3surm6iii587l4ekx7mx,Subhasish Bose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729731,453,1,1,47,35,1,9.8,41.9,5496367969,141,16.5,5496367971,212,21.7,5496367967,140,22.3,5496367965,56,Back,5496367973,213,5.36,,,,,,,,,,dwb1qzzd5g32lwxam6skmdr6x,Vishal Kaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729735,454,1,1,47,38,0,22.3,16.5,5496368015,213,6.25,5496368047,233,421,5496368011,141,16.4,5496368007,56,Back,5496368013,212,1.8,5496368009,140,24,5496368051,286,,5496368045,236,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729741,421,74,1,47,38,1,70.6,90.3,5496368053,233,454,5496368043,285,,5496368041,56,Left,,,,,,,,,,,,,,,,2hsgcgekgsls87pbwwz9a3q39,Petros Giakoumakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729957,468,61,1,47,39,1,14.4,9.5,5496369227,56,Back,,,,,,,,,,,,,,,,,,,,,,cdd3to4e3ac0d61iy3vtp6pzo,Dippendu Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729739,455,44,1,47,40,1,28,7.4,5496368039,285,,5496368037,56,Back,5496368093,233,422,,,,,,,,,,,,,,,,ck9nyxv100c1x24zxde7fx1t6,Asish Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772729751,422,44,1,47,40,0,72,92.6,5496368091,286,,5496368089,56,Left,5496368097,233,455,,,,,,,,,,,,,,,,99p8q4t09iq7scfgt0bkrmlpm,Ashish Pradhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
